,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2016
115,Marco Asensio,Marco Asensio,20,178,70,Spain,Real Madrid,81,89,Left,1,3,3,Medium/Medium,Normal,,SUB,,2015-01-22,SUB,72.0,70.0,82.0,39.0,61.0,,,,,,,"Set Play Specialist, Takes Finesse Free Kicks",81+6,68+4,47,86+6,76+20,82+5,85,76,80+6,85+2,76+7,68+4,77+8,78+5,76+1,67+13,54,74+8,62+5,78+11,45,41,70+3,83+2,62+6,71,30,43,39,13,9,6,12,10,11.97
116,Deulofeu,Gerard Deulofeu,22,179,73,Spain,Everton,81,88,Right,2,4,4,High/Low,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2015-07-01,,91.0,69.0,87.0,26.0,60.0,,,,,,,"Selfish, Flair, Technical Dribbler (CPU AI Only)",79,74,40,73,55,89,84,75,60,86,89,92,93,77,77,64,72,76,59,65,40,25+3,78,72+3,70,66,20,30,22,12,16,14,11,11,10.26
117,K. Coman,Kingsley Coman,20,178,71,France,FC Bayern München,81,88,Right,2,3,4,Medium/Low,Lean,"#Speedster, #Dribbler",SUB,Juventus,,,93.0,76.0,84.0,19.0,58.0,,,,,,,Speed Dribbler (CPU AI Only),79+6,76+6,52,78+2,77+1,86+2,84+3,70,62+3,79,94+1,93,88+1,76+4,86+3,78+3,73-2,74+2,58+4,76+3,36+4,23,75+3,69+2,70,73,11,15,15,5,3,5,3,5,19.76
118,Bernardo Silva,Bernardo Silva,21,173,64,Portugal,AS Monaco,81,88,Left,2,3,4,Medium/Medium,Lean,,RAM,,2015-01-20,,79.0,69.0,83.0,45.0,60.0,,,,,,,"Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",76+1,74+2,51,81+1,65,83,75,63,76,82+2,82+1,77,85,83+2,81,69,53,75+1,54,58,58,49,76+1,82+2,64,79,46,44,35,9,10,14,12,9,19.38
119,Paco Alcácer,Paco Alcácer,22,176,71,Spain,FC Barcelona,81,87,Right,2,4,3,High/Medium,Normal,,SUB,,2016-08-30,SUB,73.0,80.0,76.0,30.0,64.0,,,,,,,Beat Offside Trap,53,84,78,72,85,72,66,59,51,81,74-2,73-3,76-2,86,78-2,83,75,66-8,63-6,68,59,26,87,63,71,66,26,21,26,12,14,14,8,5,28.5
120,N. Süle,Niklas Süle,20,195,95,Germany,TSG 1899 Hoffenheim,81,87,Right,2,3,2,Medium/Medium,Stocky,"#Aerial Threat, #Strength",RCB,,2013-05-11,SUB,58.0,39.0,44.0,83.0,80.0,,,,,,,Dives Into Tackles (CPU AI Only),30,20,80,72+2,29,42,28,30,57,46,51,63-1,33,79+4,33,70,38+2,65+2,93,59,77+2,84+2,26,30,32,69,82+1,86+1,82,15,7,14,7,15,11.4
121,N. Fekir,Nabil Fekir,22,173,72,France,Olympique Lyonnais,81,87,Left,2,3,4,High/Low,Stocky,#Dribbler,RW,,2013-07-01,,83.0,77.0,87.0,31.0,75.0,,,,,,,"Flair, Chip Shot (CPU AI Only), Technical Dribbler (CPU AI Only)",70-4,78-2,49,81,74,87,80,75,72,87,82,83,88+2,78,89,84,70,76,74,70,77,28,83-2,78-1,70,88,24,33,30,15,9,8,14,15,13.11
122,S. El Shaarawy,Stephan El Shaarawy,23,178,72,Italy,Roma,81,86,Right,3,4,5,High/Medium,Lean,,LW,,2016-01-26,,87.0,75.0,84.0,31.0,59.0,,,,,,,"Injury Prone, Finesse Shot, Speed Dribbler (CPU AI Only)",70,75+2,51,74+4,77,84,80,63,57,87,86,87+1,83,76,82,74+3,60,72,55,74,54,36,80+7,73,72,71,25,30,25,5,3,5,5,3,17.67
123,M. Batshuayi,Michy Batshuayi,22,185,78,Belgium,Chelsea,81,86,Right,2,4,3,Medium/Low,Normal,,SUB,,2016-07-04,SUB,83.0,80.0,79.0,27.0,73.0,,,,,,,Selfish,65,83+1,73,64+2,74+1,78,61,46,36,79,81+1,84,84,79+2,78,83+1,81,65,82+2,76,59,23,83+2,63,67,81,16,26,22,9,10,16,7,15,20.52
124,E. Lamela,Erik Lamela,24,183,70,Argentina,Tottenham Hotspur,81,85,Left,2,2,4,Medium/Medium,Lean,,RM,,2013-08-30,SUB,79.0,78.0,84.0,43.0,65.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",77+2,75,71,81,80,87,83,79,73,84,81-3,77,78,77,71,80,64,77+2,57,82,70+3,43,79,81+2,75,74,37,42,39,10,15,11,8,13,28.5
125,K. Volland,Kevin Volland,23,179,75,Germany,Bayer 04 Leverkusen,81,85,Left,2,3,3,High/High,Stocky,#Engine,SUB,,2016-07-01,SUB,79.0,81.0,79.0,39.0,82.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Chip Shot (CPU AI Only)",78,81,69,81,74+6,79-1,79,76,67,81,79-3,79-2,73,82+1,81,84,77,90,81,80,75,44,80,80,72,80,17,50,33,8,7,9,7,12,21.09
126,Jorginho,Jorginho,24,180,65,Italy,Napoli,81,85,Right,2,3,3,Medium/Medium,Lean,,CM,,2014-01-18,,77.0,64.0,77.0,70.0,68.0,,,,,,,"Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",70,57,56,85,71,71,75,76,84+2,84+2,77,77,82,81+1,74,71,61,83,58,62,78,78,72,83+1,84,75,63,75,70-4,14,7,13,14,8,20.14
127,N. Kanté,N'Golo Kanté,25,169,69,France,Chelsea,81,85,Right,3,3,3,Medium/High,Normal,#Tactician ,CDM,,2016-07-16,CDM,80.0,66.0,77.0,81.0,83.0,,,,,,,,67,65,54,82+2,56,75,49,49,78,78,81,80,74,85+2,90,72,79,94+2,76,66,90,91+1,68,76,54,80,75+2,87+1,83+2,15,12,10,7,10,22.8
128,G. Wijnaldum,Georginio Wijnaldum,25,175,74,Netherlands,Liverpool,81,84,Right,3,2,3,High/Medium,Lean,#Dribbler,LCM,,2016-07-26,RCM,82.0,75.0,85.0,61.0,71.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",67,76,72,79,73,86,76,71,66,84,79,85,82,82,80,77,82,86,66+2,69,61,65,78,76,74,78,57+5,60+5,52+10,16,6,14,12,6,23.94
129,K. Walker,Kyle Walker,26,178,70,England,Tottenham Hotspur,81,84,Right,2,2,2,High/Medium,Normal,,RB,,2009-07-01,RB,90.0,63.0,73.0,78.0,81.0,,,,,,,"Long Throw-in, Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",76+1,51,76,73,57,74,76,73,67,73,86+1,93+1,70,75,73,86,83,90+2,77,70,78,74,62,67,63,75,77,81,84,12,6,16,15,8,16.34
130,F. Coquelin,Francis Coquelin,25,178,74,France,Arsenal,81,84,Right,2,3,3,Medium/High,Normal,,SUB,,2008-09-23,,70.0,54.0,76.0,79.0,81.0,,,,,,,Dives Into Tackles (CPU AI Only),60,45,60,78,43,74,55,41,73,79,69,70,76,77,85,71,70,83+4,76+2,59,92+4,87+3,64,74,52,75,78+5,80,80,9,9,8,10,15,14.25
131,Marc Bartra,Marc Bartra,25,184,73,Spain,Borussia Dortmund,81,84,Right,2,3,2,High/Medium,Lean,,RCB,,2016-07-01,SUB,73.0,46.0,68.0,84.0,69.0,,,,,,,,50,43,77,79,43,62,56,45,73,78,76+5,70,67,75-1,69,58,87,64,73,36,63,83,58,43,52,61,83,87,82,10,15,13,12,8,10.64
132,Lucas Vázquez,Lucas Vázquez,25,173,69,Spain,Real Madrid,81,84,Right,2,4,3,High/Medium,Normal,,SUB,,2015-07-02,SUB,81.0,71.0,80.0,40.0,64.0,,,,,,,Beat Offside Trap,83+2,69,51,74,54,81,82,75,72+1,79,85,78-1,77-1,85+2,79-3,78,67,88+9,56,74,54,44,80,81+10,56,70,23,51,37,9,16,9,9,7,9.2625
133,J. Henderson,Jordan Henderson,26,182,67,England,Liverpool,81,83,Right,2,3,3,High/High,Normal,#Engine,CDM,,2011-06-09,RCM,74.0,70.0,78.0,73.0,80.0,,,,,,,"Leadership, Team Player",81,67,65,83,72,76+2,80,74+3,82+1,82+4,76,73,74,79,71,75,81,93,75+1,71,78,75+3,76+2,80,64,78,71+3,76+1,73+3,7,13,7,9,13,31.92
134,N. Nkoulou,Nicolas N'Koulou,26,180,77,Cameroon,Olympique Lyonnais,81,83,Right,3,3,2,Medium/Medium,Normal,,LCB,,2016-06-29,SUB,76.0,44.0,70.0,79.0,75.0,,,,,,,,60,33,74,77,64,64,37,28,76,78,73,78,68,80,78,58,86,70,75,46,79,77,54,67,50,82,78,82,84,6,7,6,15,7,11.4
135,D. Blind,Daley Blind,26,180,72,Netherlands,Manchester United,81,83,Left,3,4,2,High/High,Lean,"#Engine, #Tactician ",LCB,,2014-09-01,LB,61.0,56.0,76.0,81.0,76.0,,,,,,,"Injury Free, Long Passer (CPU AI Only)",70+5,46,71+2,83,62,73,76+6,55,81+1,80,65,58,73,84,75+5,68,71,86-6,73,64,71+3,86+2,66,77,56,85,80,84,77,12,9,10,14,10,23.37
136,Allan,Allan Saint-Maximin,25,175,74,Brazil,Napoli,81,83,Right,2,3,3,Medium/High,Normal,,RCM,,2015-07-22,,77.0,64.0,78.0,79.0,80.0,,,,,,,Injury Free,70,62+2,59,82,56,77,65,49,76,78,79,76,79,84,82,70,69,94,73,62,82,84,78,79,53,77,76,84,80-3,13,13,5,5,8,2.28
137,A. Saint-Maximin,Allan Saint-Maximin,19,173,67,France,Sporting Club de Bastia,67,82,Right,1,4,4,High/Medium,Normal,,LM,AS Monaco,,,85.0,60.0,77.0,22.0,47.0,,,,,,,"Selfish, Technical Dribbler (CPU AI Only)",64,61,53,66,59,77,65,46,57,74,86,84,85,68,84,69,55,58,45,49,36,15,64,59,47,47,23,16,22,10,9,12,7,7,2.28
138,Pizzi,Pizzi,26,172,66,Portugal,SL Benfica,81,82,Right,2,4,4,High/Medium,Lean,,RM,,2013-07-30,,81.0,75.0,83.0,58.0,66.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only), Set Play Specialist",79,73,45,82,76,83+2,85,76,79,82,84,78+1,85+5,80+4,86,74,67,74,61,77,68,66+1,77,83+3,76,78,51,64,57,15,14,9,9,15,13.68
139,José Callejón,José Callejón,29,178,73,Spain,Napoli,81,81,Right,3,2,3,High/High,Lean,,RW,,2013-07-11,,90.0,76.0,82.0,35.0,63.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",75,74,65,75,80,82,65,65,51,84,89,90,83,76,81,78,73,83,56+1,80,54,40,84,74,62,74,24,32,34,8,5,14,11,11,23.2275
140,Iago Aspas,Iago Aspas,28,176,67,Spain,RC Celta,81,81,Left,2,3,3,High/High,Lean,#Acrobat,RW,,2015-07-01,,81.0,80.0,84.0,29.0,62.0,,,,,,,"Beat Offside Trap, Finesse Shot, Chip Shot (CPU AI Only)",69-1,83+5,74,75+4,85+3,84,83-1,76,67+2,83+1,86,76-1,91,85,77,75,68,66-1,59+4,79+2,63,36,84+2,68-4,74,69,20,21,18,12,16,9,12,13,9.69
141,D. Alli,Dele Alli,20,188,76,England,Tottenham Hotspur,80,90,Right,2,3,3,High/Medium,Lean,,CAM,,2015-02-02,SUB,75.0,74.0,78.0,61.0,77.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",65+2,75,60,83+5,71,78,67,46,73+2,81+6,77+1,73,74,81+1,58,75,59,88,70+1,74,87+8,65,82+1,76,52,79,57,64,59,7,6,9,11,8,19.76
142,K. Zouma,Kurt Zouma,21,190,85,France,Chelsea,80,89,Right,2,3,2,Medium/Medium,Normal,,SUB,,2014-01-31,,73.0,50.0,55.0,80.0,81.0,,,,,,,Power Header,54,47,77,62,47,48,59,60,56,67,69,77,48,75,52,56,84,72,85,49,82,78,53,57,61,74,80,83,80,14,14,7,9,15,19.38
143,J. Corona,Jesús Corona,23,173,62,Mexico,FC Porto,80,87,Right,2,5,4,High/Medium,Normal,"#Dribbler, #Acrobat",RW,,2015-08-31,LW,82.0,71.0,88.0,47.0,51.0,,,,,,,"Selfish, Flair, Technical Dribbler (CPU AI Only)",69+3,78+3,68,74,69+1,90+2,85+10,67-2,65,84,86,79,90+1,81+3,87,66,72,74,39,61,45,56,76+2,76+2,68-2,80,37,46+4,40,11,6,10,14,9,11.4
144,M. Depay,Memphis Depay,22,176,78,Netherlands,Manchester United,80,87,Right,3,2,4,High/Low,Stocky,"#Speedster, #FK Specialist",RES,,2015-07-01,,90.0,77.0,84.0,30.0,76.0,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Selfish, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",67,72-1,55,73,69,85,85,90,63-2,82,91,89,84+2,78-3,84,88,74,79,80+2,81,62,31+10,75-1,73-1,66,67,24,31,20,8,14,6,12,10,28.5
145,E. Can,Emre Can,22,188,82,Germany,Liverpool,80,86,Right,2,4,3,Medium/Medium,Normal,,SUB,,2014-07-03,,75.0,66.0,78.0,78.0,83.0,,,,,,,Flair,70-3,60+5,70,81+3,61,78+2,68,65,80+2,82+7,72+4,77-2,75,77+4,70+11,78,74+9,86+7,83,70,82+6,77+1,73+3,76+1,60,76,78+7,80+3,78+2,14,8,8,13,11,19.38
146,E. Atila,Emre Can,19,174,67,Turkey,Atiker Konyaspor,62,76,Left,1,3,2,Medium/Medium,Lean,,SUB,,2015-07-01,,59.0,53.0,65.0,30.0,50.0,,,,,,,,61,53,52,74,51,61,58,49,71,68,58,60,74,62,74,63,66,80+20,36,41,41,31,54,52,58,45,25,28,28,12,11,9,5,5,19.38
147,Alisson,Alisson,23,191,91,Brazil,Roma,80,86,Right,1,2,1,Medium/Medium,Normal,,SUB,,2016-07-06,GK,,,,,,75.0,76.0,70.0,86.0,39.0,78.0,,17,13,19,27,20,16,19,18,20,21,44,35,30,81,37,21,52,32,78,14,27,11,13,65,23,60,20,19,16,75,76,70,78,86,7.98
148,Rafa,Rafa Silva,23,170,63,Portugal,SL Benfica,80,86,Right,2,4,4,High/Medium,Lean,"#Speedster, #Acrobat",LM,,2016-08-31,SUB,92.0,67.0,84.0,36.0,45.0,,,,,,,"Selfish, Speed Dribbler (CPU AI Only)",74+3,65,56,75,64+2,84,76+1,56,66+1,80+1,91,93,92+2,83+2,85,71,65,75+1,30,66+2,40,43+10,82+8,76,59,77,23,38,31-5,9,11,11,12,8,15.58
149,D. Klaassen,Davy Klaassen,23,179,70,Netherlands,Ajax,80,84,Right,2,3,2,High/Medium,Normal,,LCM,,2009-07-01,LCM,73.0,78.0,75.0,65.0,78.0,,,,,,,"Leadership, Finesse Shot",63,78,75,82,80-1,73,62,44,70+1,83,72,73,67,83,63,79,85,88+3,74,74,76,67,82-1,77-3,77+7,75,58,71,56,12,6,13,16,10,15.2
150,H. Ziyech,Hakim Ziyech,23,180,70,Morocco,Ajax,80,84,Left,2,2,3,High/Low,Lean,,RW,,2016-08-30,,73.0,77.0,77.0,46.0,65.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Outside Foot Shot, Set Play Specialist, Takes Finesse Free Kicks",80+3,74+1,53,79+1,77,77+2,90,84,77+1,80+1,75,72,77,78+1,66,83+1,42,79+2,62,78+2,60,59,75+1,88,74,69,40,44,36,11,7,11,8,14,11.97
151,C. Immobile,Ciro Immobile,26,184,80,Italy,Lazio,80,83,Right,2,3,3,High/Medium,Normal,,ST,,2016-07-27,SUB,80.0,81.0,75.0,38.0,72.0,,,,,,,"Beat Offside Trap, Flair",55,83,74,69-2,80,75,70,51,49,77,77-2,83,74-1,84,63-1,85,78,68-4,73-1,76,73,40,80,59,71,77,31+10,33,32-1,6,8,15,12,6,11.4
152,Danilo,Danilo,24,184,78,Brazil,Real Madrid,80,83,Right,2,4,3,High/Medium,Lean,,SUB,,2015-07-01,,80.0,70.0,75.0,78.0,79.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",74,61-9,68-3,78,72,73-5,74,76,69-8,79,77-1,82-2,75-1,79-1,66,85,75,83-2,79,72-11,74,81,75-3,62-15,67-8,67,75,81,82,14,5,15,14,5,20.52
153,W. Ben Yedder,Wissam Ben Yedder,25,170,68,France,Sevilla FC,80,83,Right,2,5,4,High/High,Normal,#Acrobat,RS,,2016-07-30,,83.0,78.0,84.0,34.0,63.0,,,,,,,"Injury Free, Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",73-2,82-1,74-1,80,75,84+2,80+4,77,68-2,83+1,84+3,82,91,76,86+4,77,85+1,77-3,57,69,55,44,81,79,74,78,28,21,26,6,13,9,7,7,9.69
154,H. Herrera,Héctor Herrera,26,183,72,Mexico,FC Porto,80,82,Right,3,4,3,High/High,Normal,#Engine,RCM,,2013-07-01,RCM,76.0,72.0,74.0,75.0,80.0,,,,,,,"Injury Free, Long Shot Taker (CPU AI Only)",66-5,66,60,76+1,60-4,75,67-4,63-3,74,76,74-1,77-1,66-1,79+3,70,82+2,66,92+1,75,80+2,81-4,82+1,81+2,74,59-1,73,76+10,78+1,67-1,6,10,15,7,16,18.24
155,M. Herrera,Héctor Herrera,27,185,75,Mexico,Tigres U.A.N.L.,68,69,Right,1,3,2,Low/High,Normal,,RES,Pachuca,,,63.0,36.0,50.0,68.0,67.0,,,,,,,,31,28,72-2,58-4,26,45-4,35,34,51+3,52-8,62-5,64-4,53-10,67,56,52,61-16,56-10,73,38,69,64-2,28,40,52,71,67-13,68-6,70-4,13,10,14,10,12,18.24
156,H. López,Héctor Herrera,20,169,62,Mexico,Pachuca,56,67,Right,1,3,2,Medium/Medium,Lean,,RES,,2015-08-20,,59.0,33.0,54.0,56.0,48.0,,,,,,,,51,34,50,40,35,57,34,36,31,42,63,55,64,53,76,27,58,63,36,26,57,54,50,42,47,40,48,64,66,12,12,14,7,11,18.24
157,D. Rose,Danny Rose,25,173,72,England,Tottenham Hotspur,80,82,Left,2,3,3,High/Medium,Normal,,LB,,2007-07-01,LB,82.0,63.0,77.0,78.0,77.0,,,,,,,,79+1,57,60,74,64,78,63,49,65,75,80,83,73+2,79+3,76,71,71,82+2,72+1,69,83+7,77+3,62,70,57,72,79+1,83+2,84+1,10,11,8,13,13,14.82
158,D. Rose,Danny Rose,22,173,72,England,Mansfield Town,64,68,Right,1,3,2,High/Low,Lean,,RS,,2016-07-01,,80.0,63.0,65.0,23.0,62.0,,,,,,,,39,63,58+5,58,60,65,49,39,32,57,77,83,81,60,78+2,66,80+15,74,54-2,64,61+18,35,63,63,57,55,12,17,15,15,13,8,16,8,14.82
159,D. Rose,Danny Rose,28,170,66,England,Portsmouth,63,63,Left,1,3,3,High/Medium,Normal,,RDM,,2016-07-01,,63.0,59.0,61.0,55.0,62.0,,,,,,,"Avoids Using Weaker Foot, Team Player, Set Play Specialist, Takes Finesse Free Kicks",64,58,50,67+5,55,57,66,65+2,60,60,65,62,78+3,60,82+3,61,72,77+7,57,59,52,60,60,62,60,58,54,55,49,8,16,10,10,7,14.82
160,K. Kampl,Kevin Kampl,25,178,65,Slovenia,Bayer 04 Leverkusen,80,82,Right,2,4,4,High/High,Lean,"#Dribbler, #Engine, #Acrobat",LDM,,2015-08-28,RCM,82.0,68.0,85.0,56.0,62.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",63,65,34,82,58,86,76,64,76,82,86,79,91,81,81,70,67,88,47,72,64,72+3,76,81+1,64,81,42,67,54,13,11,7,6,16,14.82
161,M. Sissoko,Moussa Sissoko,26,187,83,France,Tottenham Hotspur,80,80,Right,3,2,3,High/Medium,Normal,#Strength,SUB,,2016-08-31,SUB,81.0,74.0,78.0,72.0,85.0,,,,,,,"Power Free-Kick, Speed Dribbler (CPU AI Only)",76,72,70,79,67,80,75,74,74,79,79,82,76,79,63,85,80+3,92,86,71,77,76,76,68,68,79,69,72,71,14,8,11,10,8,18.81
162,J. Brandt,Julian Brandt,20,183,82,Germany,Bayer 04 Leverkusen,79,88,Right,2,4,4,Medium/Medium,Normal,,RM,,2014-01-01,SUB,79.0,73.0,83.0,26.0,60.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",74+2,73+3,42,79,65+1,86+4,69+6,52,67+6,80+1,79+1,79,79,78+2,74+1,77+1,63,67+3,63+2,73+3,42,29,78+2,79+7,54,57,25,20,24,11,16,11,8,9,14.82
163,J. Tah,Jonathan Tah,20,194,98,Germany,Bayer 04 Leverkusen,79,88,Right,2,4,2,Medium/Medium,Stocky,"#Aerial Threat, #Strength",RCB,,2015-07-16,SUB,72.0,27.0,57.0,78.0,78.0,,,,,,,,35,19,80+2,72+1,24,55+1,30,27,66+2,63+1,65,78+7,48-1,77+3,34,44,71,60,91,25,68+1,75+3,27,60,38,65,79+3,80+2,77+3,11,8,7,9,14,14.25
164,A. Correa,Ángel Correa,21,174,70,Argentina,Atlético Madrid,79,88,Right,1,4,4,Medium/Low,Normal,"#Dribbler, #Acrobat",SUB,,2014-12-13,,83.0,79.0,86.0,49.0,58.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",64,81+2,61,65,77,87,82,65,56,85,86,80-3,87,82,83-2,78,54,69,59,82,41,45,79,69,55,71,46,51,44,13,10,9,8,16,11.4
165,L. Sané,Leroy Sané,20,183,75,Germany,Manchester City,79,88,Left,2,3,3,High/Medium,Lean,#Speedster,SUB,,2016-08-02,,91.0,75.0,83.0,35.0,64.0,,,,,,,"Avoids Using Weaker Foot, Beat Offside Trap, Selfish, Flair, Speed Dribbler (CPU AI Only), Outside Foot Shot",65+1,74,72+3,75+1,64,85+2,81+1,62+3,64+1,80+2,92,91+1,86+8,78+2,82+7,78+3,66+2,76+2,60,77+3,58+6,32,78+1,68+2,63,74,26,32,35,8,12,9,9,14,25.08
166,Héctor Bellerín,Héctor Bellerín,21,177,74,Spain,Arsenal,79,87,Right,2,3,3,High/Medium,Normal,#Speedster,RB,,2014-07-01,,95.0,51.0,77.0,75.0,68.0,,,,,,,Speed Dribbler (CPU AI Only),74+2,52,61+1,74,41,76+2,63,50,59,76,96,94,84,76+1,77,52,65,79,61,43,72,76+1,67,62,62,67,75+1,77+2,76+1,8,14,14,13,12,19.665
167,João Cancelo,João Cancelo,22,182,72,Portugal,Valencia CF,79,87,Right,1,3,3,High/Medium,Lean,,RB,,2015-05-26,,89.0,63.0,80.0,75.0,68.0,,,,,,,Technical Dribbler (CPU AI Only),81+5,58+11,64+2,76,55,81-1,72,69,73,80+2,90+5,88+4,80+2,68,74-2,78+2,73+5,77+2,63+2,66+6,69,77+3,62,66+1,46,60,75+6,78+2,77+2,6,9,15,14,14,17.1
168,D. Rugani,Daniele Rugani,21,190,82,Italy,Juventus,79,87,Right,1,3,2,Low/Medium,Lean,,SUB,,2015-02-04,,63.0,39.0,62.0,83.0,72.0,,,,,,,Injury Free,40,33,76,59+2,35,60,45,25,59+2,65,61-2,65-4,62-3,74,55,58-1,75,69,76-3,39,66-6,84+1,29,50,29,70,84,84,82,5,10,5,5,5,13.11
169,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,22,175,70,England,Arsenal,79,86,Right,2,4,4,High/Medium,Normal,,SUB,,2011-08-08,,89.0,71.0,84.0,42.0,70.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",73,68,39,77,59,85,67,53,73,82,89,89,84,75,88,77,65,75,69,75,66,43,74,71,69,68,39,46,42,16,9,6,9,9,22.8
170,A. Milik,Arkadiusz Milik,22,186,78,Poland,Napoli,79,86,Left,3,3,2,Medium/Medium,Lean,,ST,,2016-08-02,RS,74.0,82.0,71.0,37.0,73.0,,,,,,,,58,84,74+1,63+1,76+1,71,71,74,62,71,73,75,69,75+1,63,83,62,77,74,78+1,67,36,79+4,60,79,72,29,34,32,9,16,16,15,6,13.452
171,L. Goretzka,Leon Goretzka,21,189,79,Germany,FC Schalke 04,79,86,Right,2,4,3,Medium/Medium,Lean,,SUB,,2013-07-02,,81.0,69.0,78.0,75.0,74.0,,,,,,,"Injury Prone, Flair",71+2,64,73,81+2,68,78,76,72,77+3,79+1,77,84,76,79+1,72+1,76,67,83+5,67,75+1,81+6,80+2,73,77+1,51,74,70+3,76+1,77+4,13,8,15,11,9,15.96
172,J. Weigl,Julian Weigl,20,186,71,Germany,Borussia Dortmund,79,86,Right,2,3,2,Medium/Medium,Lean,,SUB,,2015-07-01,SUB,70.0,50.0,73.0,73.0,66.0,,,,,,,Injury Free,58,47,61+2,88+3,52,71,48,46-1,80+1,77+1,73,68-3,73,82+3,64,56-2,60+3,82+4,59,49-6,64,83+5,55+1,75,50,80,67+6,75+5,73+2,6,14,16,11,7,15.105
173,M. Lanzini,Manuel Lanzini,23,170,66,Argentina,West Ham United,79,85,Right,1,3,4,Medium/Medium,Lean,,CAM,,2016-07-01,,82.0,70.0,85.0,27.0,53.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only)",74,69-1,56-3,77,61,85+1,75,72,75,85+2,85,79,87,73,88,73,76,79,45,72,35,23,72,76,67,72,20,26,25+2,14,9,6,7,15,10.83
174,Sergi Roberto,Sergi Roberto,24,178,71,Spain,FC Barcelona,79,85,Right,1,3,3,Medium/Medium,Normal,,RB,,2010-11-10,,75.0,65.0,75.0,67.0,73.0,,,,,,,,81,65,49,85,46,74,70,61,77,80,77-1,74-2,69,73,74-1,68,54-1,79-2,75,70,64,74,69,83,57,67,62,74,67,14,16,11,15,10,24.7
175,M. Kovačić,Mateo Kovacic,22,178,77,Croatia,Real Madrid,79,85,Right,1,4,4,Medium/Medium,Stocky,#Playmaker  ,SUB,,2015-08-19,,80.0,67.0,85.0,49.0,64.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",75,58,42,87,76,88,78,68,76,87,84,76-2,77-2,68,70-1,79,59,71-1,59,74,71,48,67,88,59,70,41,59,55,9,5,6,7,7,22.8
176,S. Mané,Sadio Mané,24,175,75,Senegal,Liverpool,79,85,Right,3,3,4,High/Medium,Normal,#Speedster,RW,,2016-07-01,,92.0,73.0,82.0,35.0,67.0,,,,,,,"Diver, Beat Offside Trap, Selfish, Flair, Technical Dribbler (CPU AI Only)",68,76,53,73,66,84,74,64,67,77,93,91,88,75,85,73,58,65,72+6,66,61,29,77,69,71,74,33,33,38,10,10,15,7,14,28.5
177,L. Digne,Lucas Digne,22,178,74,France,FC Barcelona,79,84,Left,2,3,3,High/Medium,Lean,,SUB,,2016-07-13,SUB,80.0,61.0,75.0,75.0,73.0,,,,,,,"Long Throw-in, Long Shot Taker (CPU AI Only)",78+1,52+5,64-3,80+3,45+20,73+3,68+3,57+20,69+2,79+2,79+5,80+5,70-1,76,78+12,77+10,75,79-1,68,69+6,75+2,77+3,67,72,58+30,71,74-3,77-1,81,6,12,9,6,13,14.44
