,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2017
114,A. Martial,Anthony Martial,21,181,76,France,Manchester United,82,90,Right,3,4,4,Medium/Low,Normal,"#Speedster, #Dribbler",SUB,,2015-09-01,,90.0,79.0,86.0,41.0,74.0,,,,,,,"Beat Offside Trap, Finesse Shot, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",73,81+1,70,75,74,88,79+3,54,58,84,92,89-2,85,81,82-3,84,80,79-1,76-4,70-2,59,42,79,70,74+3,78,35,39,38,9,8,8,15,11,36.1
115,K. Baldé Diao,Keita Baldé,22,181,80,Senegal,AS Monaco,82,90,Right,2,4,4,High/Low,Normal,"#Speedster, #Dribbler",SUB,,2017-08-29,,92.0,76.0,86.0,29.0,70.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only)",75+1,79,58,76,68,87+1,70,52,64,89+1,93+3,92,82,76,77,78,66,73-2,76-2,74,54,31,78+1,73+1,58,79+10,17,29,28,12,8,13,8,15,23.94
116,Deulofeu,Gerard Deulofeu,23,177,73,Spain,FC Barcelona,82,89,Right,3,4,4,High/Low,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2017-07-01,,93.0,70.0,88.0,26.0,61.0,,,,,,,"Diver, Selfish, Flair, Technical Dribbler (CPU AI Only)",76,70,40,79+1,68,89,84,78+3,62,87,93,93,93,78+1,79+2,72,72,78+2,59,65,40,25,78,74+2,78+8,76+4,20,30,22,12,16,14,11,11,10.83
117,C. Tolisso,Corentin Tolisso,22,181,78,France,FC Bayern München,82,89,Right,2,3,3,High/Medium,Normal,,SUB,,2017-07-01,,74.0,76.0,78.0,76.0,83.0,,,,,,,"Long Shot Taker (CPU AI Only), Power Header",67,75,82,85+2,62,77,66,73,82,80+2,79+5,69-6,77+3,82,73,82,89,86,81+2,78,81,76,79,79,70,74,72,78,71,7,10,14,9,14,32.775
118,M. Kovačić,Mateo Kovacic,23,178,77,Croatia,Real Madrid,82,88,Right,3,4,4,High/Medium,Normal,#Playmaker  ,SUB,,2015-08-19,,81.0,69.0,85.0,61.0,69.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",73,62+4,42,87,76,88,78,68,82+3,87,85-1,77-1,77,68,70,79,63+1,77-1,65,75+1,71,70+1,69+2,88,59,72+2,52,69+4,63+2,9,5,6,7,7,28.5
119,L. Goretzka,Leon Goretzka,22,189,79,Germany,FC Schalke 04,82,88,Right,3,4,3,High/High,Lean,#Engine,RCM,,2013-07-02,,84.0,73.0,80.0,77.0,76.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",73+1,71+3,74+1,83+1,68,80+1,76,72,78,82+1,83+4,85+1,76,83+1,72,76,67,86,68,78+1,84,82,77+2,79+1,60+9,78+1,73+2,78+1,78,13,8,15,11,9,28.785
120,André Gomes,André Gomes,23,188,84,Portugal,FC Barcelona,82,88,Right,3,4,3,Medium/Medium,Lean,,SUB,,2016-07-21,,68.0,71.0,78.0,71.0,81.0,,,,,,,Technical Dribbler (CPU AI Only),61,68,69,84-1,63,81-1,82,68,83-1,80-1,71-1,66,67,79,64,80,58,78+1,85,73,81,76,77,83,55,78,65,77,64,12,9,6,14,8,31.35
121,F. Bernardeschi,Federico Bernardeschi,23,183,75,Italy,Juventus,82,88,Left,2,3,4,High/Medium,Lean,#Dribbler,SUB,,2017-07-24,SUB,84.0,76.0,86.0,34.0,65.0,,,,,,,"Avoids Using Weaker Foot, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",77+1,73+2,48,80+1,70,86,79+1,80+2,70,87,84+1,84+1,85+2,80+2,79+7,80+2,49-5,83+1,63+1,82,52,34,80+2,78,72,83+9,28,36,32,14,15,10,13,12,31.92
122,J. Tah,Jonathan Tah,21,192,92,Germany,Bayer 04 Leverkusen,82,88,Right,2,4,2,Medium/Medium,Stocky,#Strength,RCB,,2015-07-16,SUB,72.0,27.0,58.0,82.0,78.0,,,,,,,,35,19,80,74,24,55,30,27,69,64,64,78,48,81,39+5,44,71,60,91,25,70,80,27,61,38,70,82,86,80,11,8,7,9,14,26.22
123,E. Dier,Eric Dier,23,188,90,England,Tottenham Hotspur,82,87,Right,2,3,2,Medium/High,Normal,#Strength,RDM,,2014-08-02,LDM,72.0,63.0,65.0,81.0,85.0,,,,,,,"Dives Into Tackles (CPU AI Only), Power Header",67,52+8,83,76+1,52,66+6,54,77,77+1,70+2,70+15,74+8,56,76+7,40,83,77+6,80-1,87+3,72,90+10,80+1,53,66,70,77-1,79+3,82+2,83+2,11,14,6,13,9,29.26
124,Suso,Suso,23,176,70,Spain,Milan,82,87,Left,3,3,4,High/Medium,Lean,#Dribbler,RW,,2015-01-17,SUB,82.0,75.0,87.0,23.0,51.0,,,,,,,"Avoids Using Weaker Foot, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",81,70-2,50,83+2,72+4,87+1,84,80,75,89+2,84+2,80-1,86,78,86+2,78+4,50-5,77-1,50,82+2,23,20-1,76,82,72,76,19,23,18,15,15,9,8,9,20.805
125,R. Sterling,Raheem Sterling,22,170,69,England,Manchester City,82,87,Right,3,3,4,High/Medium,Lean,"#Speedster, #Acrobat",SUB,,2015-07-14,SUB,93.0,71.0,85.0,46.0,61.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only)",73+1,73,38,81,59,85-1,64,49,67,84,94,92,91+1,79,92+1,68,60,75,64,70,34,26,81,75-1,63,74,48,58,54,15,12,12,15,9,53.2
126,T. Werner,Timo Werner,21,180,75,Germany,RB Leipzig,82,87,Right,3,4,3,High/Medium,Normal,#Speedster,LS,,2016-07-01,,91.0,79.0,81.0,28.0,65.0,,,,,,,"Diver, Injury Free, Beat Offside Trap, Speed Dribbler (CPU AI Only)",69,86+2,74+5,76+2,81+6,81+2,62,42,55,82+5,92,91+1,79,84+3,76-1,74-1,77,78,59,67+3,63,37+2,85+5,57,68+5,70+2,17,20,19,9,9,8,15,9,37.164
127,A. Rüdiger,Antonio Rüdiger,24,190,85,Germany,Chelsea,82,86,Right,2,3,2,Medium/High,Normal,,SUB,,2017-07-09,,74.0,40.0,63.0,82.0,79.0,,,,,,,Long Passer (CPU AI Only),68,27,78+1,70,34,59,34,56,65,68+1,73-3,75-3,63,82+4,50,70,74+2,65,83+2,40,89,79+3,33,57,40,73+3,82,84+4,81+2,14,15,10,12,8,22.04
128,G. Wijnaldum,Georginio Wijnaldum,26,175,69,Netherlands,Liverpool,82,85,Right,3,3,3,High/High,Lean,#Engine,RCM,,2016-07-22,RCM,81.0,75.0,84.0,66.0,74.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",67,74-2,72-2,83+1,73,85,76,70,74,84,79,82-3,82,82,80,78+1,82,87,71+1,71,64,70,82,78+2,74,79,60+1,69+2,64,16,6,14,12,6,30.21
129,X. Shaqiri,Xherdan Shaqiri,25,169,72,Switzerland,Stoke City,82,85,Left,3,4,4,High/Medium,Shaqiri,#Acrobat,RW,,2015-08-11,RAM,83.0,77.0,85.0,46.0,65.0,,,,,,,"Injury Prone, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Takes Finesse Free Kicks",74,72-2,37,80,76,85+1,82,78,76+1,83,87-2,79-5,88+1,80+1,92-2,85+1,63,74-4,62-11,81+3,64,65,78+1,79,65,79,40-11,41-11,48-5,13,12,12,11,11,17.1
130,G. Xhaka,Granit Xhaka,24,185,82,Switzerland,Arsenal,82,85,Left,3,2,3,Medium/Medium,Normal,,LCM,,2016-07-01,LDM,50.0,66.0,72.0,72.0,78.0,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",66-2,49,62,85,50,70,68,70,86-3,80,48,51-3,53-2,83,61-1,88,39-1,78-1,76,85,92+2,77+1,77,82-4,59,74+1,71,73-2,68,7,8,11,7,13,39.9
131,H. Son,Heung-min Son,24,183,77,Korea Republic,Tottenham Hotspur,82,85,Right,3,5,4,High/High,Lean,,LM,,2015-08-28,,86.0,83.0,83.0,25.0,66.0,,,,,,,"Diver, Finesse Shot, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",75,83+2,65,78+1,73,85+2,81+2,70,64+2,82+4,87+1,86,79,81+1,77,83,65,80+1,62+2,86,60,29,83+3,78+3,71,78+6,17,19,23,11,13,13,6,10,31.35
132,D. Klaassen,Davy Klaassen,24,179,70,Netherlands,Everton,82,85,Right,2,3,2,High/High,Normal,#Engine,LCM,,2017-07-01,SUB,73.0,80.0,74.0,67.0,79.0,,,,,,,,63,82+2,74,83+2,82,72,62,44,75-1,81+3,73,73,67,84,64,78-4,74-8,92+4,74,78+4,76,68-2,84+2,78+1,75,80+1,59,74+2,62,12,6,13,16,10,18.81
133,F. Thauvin,Florian Thauvin,24,179,70,France,Olympique de Marseille,82,85,Left,2,3,4,High/Low,Lean,,RW,,2017-07-01,,82.0,76.0,84.0,36.0,63.0,,,,,,,"Selfish, Flair",82+2,74,69,81+2,67,86+2,80,54,75,83+1,88+4,77-1,81-1,83,71-1,82,64,71-1,62,81,56,43,80,78,57,80+8,29,29,31,8,11,14,10,9,16.53
134,N. Fekir,Nabil Fekir,23,173,78,France,Olympique Lyonnais,82,85,Left,3,3,4,Medium/Medium,Stocky,#Dribbler,CAM,,2013-07-01,SUB,80.0,79.0,86.0,31.0,73.0,,,,,,,"Flair, Chip Shot (CPU AI Only), Technical Dribbler (CPU AI Only), Backs Into Player",73,78+1,49,80+2,74,86,80,71-2,72,86,79-2,80-2,84-2,76+2,91+2,84,69+1,67,77+1,81+13,69,28,79+2,78+2,72,85,24,33,30,15,9,8,14,15,17.48
135,J. Henderson,Jordan Henderson,27,182,67,England,Liverpool,82,84,Right,2,3,3,High/High,Normal,#Engine,CDM,,2011-06-09,RDM,72.0,70.0,76.0,76.0,81.0,,,,,,,"Leadership, Long Passer (CPU AI Only), Team Player",81,67,65,85,72,74,80,74,83,80,73-3,71-2,73-1,79,71,75,81,93,76,71,80,79,76+2,82,64,78,73,80,76,7,13,7,9,13,31.92
136,W. Szczęsny,Wojciech Szczesny,27,196,85,Poland,Juventus,82,84,Right,3,3,1,Medium/Medium,Lean,,SUB,,2017-07-19,GK,,,,,,83.0,77.0,74.0,87.0,49.0,78.0,Comes For Crosses,12,12,16,32,14,11,16,14,36,22,51+1,47+7,55,81+3,51+5,15,71+33,45+7,65+4,14,40,15,14,48+7,18,65-6,11,13,12,83,77,74,78+1,87+2,18.62
137,A. Florenzi,Alessandro Florenzi,26,173,67,Italy,Roma,82,84,Right,3,3,3,High/Medium,Lean,,SUB,,2010-07-01,,85.0,79.0,82.0,76.0,76.0,,,,,,,,77,76,70,82,87,79,73,79,75,84+1,86,84,87,79,84,82,74,90-2,68,82,79,77+1,82,75,76,79,73,79,78+1,9,8,10,11,10,24.795
138,D. Rose,Danny Rose,26,174,76,England,Tottenham Hotspur,82,83,Left,3,3,3,Medium/High,Normal,,SUB,,2007-07-01,LB,81.0,63.0,78.0,81.0,78.0,,,,,,,,81+1,57,62+2,76+1,64,79,64,57,66,76,80-1,81-3,73,82+3,76,72,75+4,81-2,74+2,69,87+2,81+2,68,73,57,73-1,82+2,84+1,85+1,10,11,8,13,13,27.36
139,D. Rose,Danny Rose,23,173,72,England,Mansfield Town,65,72,Right,1,3,2,High/Low,Lean,,SUB,,2016-07-01,,80.0,64.0,65.0,25.0,62.0,,,,,,,,47,64,62+2,58,60,65,49,39,49,58,76-1,83,81,60,78,66,90+5,74,54,65,61,38+3,63,63,57,56,12,17,22+7,15,13,8,16,8,27.36
140,D. Rose,Danny Rose,29,170,66,England,Portsmouth,65,65,Left,1,3,3,Medium/High,Normal,,LCM,,2016-07-01,,62.0,59.0,63.0,55.0,64.0,,,,,,,"Playmaker (CPU AI Only), Team Player, Takes Finesse Free Kicks",60,58,50,70,55,57,64,59,58,64,63-2,62-2,78,64,81+1,61,75+3,79+2,60+3,63,52,60,60,63,56,75+17,54,56,49,8,16,10,10,7,27.36
141,A. Ramsey,Aaron Ramsey,26,183,76,Wales,Arsenal,82,83,Right,3,3,3,High/High,Lean,#Engine,RCM,,2008-06-13,RF,68.0,75.0,81.0,65.0,75.0,,,,,,,"Injury Prone, Long Shot Taker (CPU AI Only)",75,72-1,58,84-1,79,81,70,70,80,82-2,67-2,68-1,76-1,81-1,75,81,67+2,89-1,69,74-1,73-1,69-1,82-1,80,75,81+1,60,70-2,67,6,11,5,10,8,39.9
142,C. Immobile,Ciro Immobile,27,185,85,Italy,Lazio,82,83,Right,3,4,3,High/Medium,Normal,,ST,,2016-07-27,LS,81.0,83.0,77.0,38.0,74.0,,,,,,,Beat Offside Trap,55,86,75,70,81,77,70,51,49,79,77-2,85,77,85,63,86,77-1,71-2,74-2,76,77,40,86,62,76,81,31,33,32,6,8,15,12,6,24.624000000000002
143,Lucas Vázquez,Lucas Vázquez,26,173,70,Spain,Real Madrid,82,83,Right,2,4,3,High/High,Normal,#Engine,SUB,,2015-07-02,SUB,81.0,75.0,82.0,39.0,67.0,,,,,,,Beat Offside Trap,85,77+2,52,81+1,54,82,82,75,75,83,83-2,79-1,82,85,78,77,67,90+1,57,78,65,44,81,82,56,72+2,21,49,35,9,16,9,9,7,17.1
144,A. Witsel,Axel Witsel,28,186,73,Belgium,Belgium,82,82,Right,3,3,4,Medium/Medium,Normal,,,,,LCM,71.0,74.0,82.0,73.0,80.0,,,,,,,Injury Free,69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71,5,7,7,10,7,17.86
145,M. Arnautović,Marko Arnautovic,28,192,83,Austria,West Ham United,82,82,Right,3,4,4,Medium/Medium,Normal,,LM,,2017-07-23,LW,77.0,74.0,81.0,53.0,81.0,,,,,,,"Diver, Selfish, Flair, Technical Dribbler (CPU AI Only)",83,73-2,71-1,79,79,84,79,74,74,85,76-4,78-1,72-4,75+2,57,78,68,79,84-1,71,81+8,53,80,81,77-1,77,49,60,30,14,15,10,10,15,15.39
146,Y. Brahimi,Yacine Brahimi,27,175,66,Algeria,FC Porto,82,82,Right,3,3,4,Medium/Medium,Normal,"#Dribbler, #Acrobat",LM,,2014-07-22,,80.0,73.0,89.0,33.0,56.0,,,,,,,"Selfish, Finesse Shot, Flair, Technical Dribbler (CPU AI Only), Takes Finesse Free Kicks",77+1,74-1,46,77,73,91+2,83,78,70,85+1,86,75,93,83+3,87,69,72,76+1,49-1,74,46,38,76,78,75,86,24,36,25,13,16,12,7,7,21.28
147,G. Sigurðsson,Gylfi Sigurdsson,27,186,77,Iceland,Everton,82,82,Right,3,3,3,High/Medium,Normal,"#Crosser, #FK Specialist",CAM,,2017-08-16,CAM,66.0,81.0,79.0,52.0,70.0,,,,,,,"Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",86+4,81,60,84+1,75,79+1,87+1,89+1,78+1,84+2,65-2,66-3,72,78+1,61-1,82,70,86+3,67,84+1,57,37,80,84,80,81+1,55,56-2,55-2,13,8,10,15,12,28.5
148,M. Balotelli,Mario Balotelli,26,189,88,Italy,OGC Nice,82,82,Right,4,4,4,Low/Low,Normal,,ST,,2016-09-01,,80.0,82.0,79.0,26.0,77.0,,,,,,,"Power Free-Kick, Selfish, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only), Through Ball",68,84+1,66,75+3,74,81,78,78,55+3,85,77+1,82+4,70+1,68+6,50,88+2,75,66+6,85,74,70,30,76,70,92,79+15,16,22,20,2,2,2,4,2,13.68
149,Parejo,Dani Parejo,28,180,75,Spain,Valencia CF,82,82,Right,2,4,3,Medium/Low,Lean,#FK Specialist,RCM,,2011-07-01,,52.0,77.0,77.0,61.0,71.0,,,,,,,"Set Play Specialist, Takes Finesse Free Kicks",84,75,63,90,72,75,87+5,90+4,87,83,55-1,50-5,69,79+10,72+4,80+2,55-1,76,72,80,68,68,79,85+1,83,74+5,59,61,51,5,9,12,14,8,17.1
150,Douglas Costa,Douglas Costa,26,170,65,Brazil,Juventus,82,82,Left,3,3,5,Medium/Low,Normal,"#Speedster, #Acrobat",SUB,FC Bayern München,,SUB,92.0,77.0,85.0,32.0,64.0,,,,,,,"Avoids Using Weaker Foot, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",76-1,71,51-7,78,73,85-2,79,78,71,83-1,96,88,91,76-3,90,86-1,61,74-2,63+1,84,55,32-11,77-1,78-2,77,73,28-13,31-27,30-14,13,15,9,12,5,36.1
151,Pizzi,Pizzi,27,177,72,Portugal,SL Benfica,82,82,Right,3,4,4,High/Medium,Lean,#Acrobat,CM,,2013-07-30,SUB,79.0,77.0,83.0,61.0,69.0,,,,,,,"Injury Free, Flair, Set Play Specialist",77+2,77-1,45,82,77,82-1,83-2,76,81+1,82,83,76,87+2,82-1,84-2,74,67,90+4,59-2,78,68,68-2,85,86+2,76,85+7,62,64-1,52,15,14,9,9,15,21.09
152,Felipe,Felipe,28,185,77,Brazil,FC Porto,82,82,Right,3,3,2,Medium/Medium,Normal,,RCB,,2016-07-01,,68.0,41.0,61.0,83.0,81.0,,,,,,,Power Header,45,39,82,75+13,40,57,32,30,70+20,64,65+1,70-4,63+11,77-3,57,46,92,83+1,78,41,84+1,83+1,34,50+7,47,74+4,82+2,84+4,79+2,9,11,14,9,7,10.26
153,Gabriel Jesus,Gabriel Jesus,20,175,73,Brazil,Manchester City,81,92,Right,2,4,4,High/High,Normal,"#Dribbler, #Acrobat",LS,,2016-08-03,ST,87.0,79.0,87.0,26.0,67.0,,,,,,,"Beat Offside Trap, Flair, Technical Dribbler (CPU AI Only)",66,83+1,66+3,75+1,67,87+2,76,54,66,85+2,89+1,85,93+1,82,92+1,78+5,75+6,84,63,73+1,56,32,83+2,75+2,78+3,84,20,17,19,13,8,6,6,15,38.0
154,A. Christensen,Andreas Christensen,21,188,78,Denmark,Chelsea,81,89,Right,2,3,2,Low/Medium,Lean,,SUB,,2013-04-10,CB,64.0,31.0,67.0,84.0,69.0,,,,,,,Dives Into Tackles (CPU AI Only),49,36,79+1,76+1,25,65-3,32,22,70+1,72+1,61-3,66-2,54,80+6,62,31,74+2,66,69+1,20,73+1,81+4,32,60+2,36,72+4,83+2,88+2,84+3,10,12,8,6,8,19.38
155,Héctor Bellerín,Héctor Bellerín,22,178,74,Spain,Arsenal,81,88,Right,3,3,3,High/Medium,Normal,#Speedster,RWB,,2014-07-01,,95.0,51.0,78.0,75.0,70.0,,,,,,,Speed Dribbler (CPU AI Only),76+2,52,60,75+1,41,76,63,50,59,79+2,96,94,84,78+1,77,52,65,87+3,62+1,43,72,78+2,67,63,62,72+5,75,77+1,81+1,8,14,14,13,12,31.35
156,D. Sánchez,Davinson Sánchez,21,187,79,Colombia,Tottenham Hotspur,81,88,Right,2,3,2,Medium/High,Stocky,,SUB,,2017-08-26,SUB,71.0,47.0,59.0,81.0,83.0,,,,,,,,36,40,81+1,65,28,54,22,27,61,64+1,65-1,76+4,62-2,74+5,55,74,74-2,79+6,86,44,85+2,76+8,34,44,44,72,81,82+1,85+1,9,7,10,6,15,16.91
157,Gelson Martins,Gelson Martins,22,173,65,Portugal,Sporting CP,81,88,Right,3,3,5,High/Medium,Lean,"#Speedster, #Acrobat",RM,,2014-07-01,SUB,94.0,70.0,86.0,44.0,60.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only), Outside Foot Shot, Technical Dribbler (CPU AI Only)",79+2,66,51,75+2,74,85,84-1,60,56-4,83+1,95+1,94+1,94,82,94+2,72-1,65,87+7,48,74,57+2,43,77-1,78+3,66,84,43+11,46+9,36+3,12,9,7,6,9,19.95
158,M. Lanzini,Manuel Lanzini,24,167,59,Argentina,West Ham United,81,87,Right,2,4,4,Medium/Medium,Normal,#Dribbler,CAM,,2016-07-01,SUB,82.0,71.0,86.0,28.0,55.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",74,70+1,56,80+2,61,87+1,75,76,78+1,86+1,85,80,88+1,73,88,75,76,78-1,45,73,47+12,23,72,79+2,73+5,75,20,32+6,25,14,9,6,7,15,14.25
159,M. Keane,Michael Keane,24,191,82,England,Everton,81,87,Right,2,3,2,Medium/High,Normal,,RCB,,2017-07-03,,72.0,49.0,68.0,82.0,82.0,,,,,,,"Injury Free, Power Header",60+1,50+1,84+1,74+1,40+10,66+1,53+3,33,71+1,71+2,73-1,72,63,76+2,64-1,58+4,83+1,79,88+4,46+3,68+4,81,29,56,48,75-2,84+4,82+1,80+2,16,7,8,14,11,17.1
160,M. Sanson,Morgan Sanson,22,180,73,France,Olympique de Marseille,81,87,Right,2,4,3,Medium/Medium,Lean,,LCM,,2017-01-18,,76.0,75.0,80.0,76.0,77.0,,,,,,,,79,75,69,83,70,81,75,70,82,80,77,75-2,83,79,69,79,75,79,76,72,76,80-1,74,80-3,68,77+2,73,77-5,76,6,16,16,9,9,12.54
161,D. Berardi,Domenico Berardi,22,183,72,Italy,Sassuolo,81,87,Left,2,3,3,High/Medium,Lean,,RW,,2012-07-01,,85.0,80.0,84.0,30.0,72.0,,,,,,,"Speed Dribbler (CPU AI Only), Takes Finesse Free Kicks",76,77,62,75,78,84,72,76,75,86,85,85,87,75,73,83,66,80,65,83,80,26,81,77,80,74+3,22,30,30,5,6,5,5,6,25.84
162,J. Kimmich,Joshua Kimmich,22,176,70,Germany,FC Bayern München,81,87,Right,2,4,3,High/Medium,Lean,#Crosser,RB,,2015-07-01,RB,70.0,67.0,80.0,77.0,73.0,,,,,,,,88+9,66,69-1,85+1,61,77,81+5,61,80,83+5,76+1,65,83,83+3,83+1,75,79,85+5,65,67,74,79+2,76,79,44,78+2,77+1,78+2,79+2,8,15,7,15,15,34.2
163,Williams,Iñaki Williams,23,186,77,Spain,Athletic Club de Bilbao,81,87,Right,2,3,4,High/High,Lean,#Speedster,RW,,2012-08-01,,93.0,78.0,79.0,34.0,79.0,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",78+3,78+4,67,79+2,64,82+2,49,53,66,81,92,94-1,78-8,78,43-2,85,84,77,84,76+5,66,21,76,75,64,71+29,28,38,31,14,15,14,10,13,25.65
164,J. Weigl,Julian Weigl,21,186,72,Germany,Borussia Dortmund,81,87,Right,3,3,2,Medium/Medium,Lean,#Tactician ,SUB,,2015-07-01,SUB,70.0,49.0,76.0,76.0,68.0,,,,,,,"Injury Free, Playmaker (CPU AI Only)",58,47,63,89,52,73,58+10,46,83,81+4,74,67-2,77+1,84,65+2,50-7,64,82,63+1,51,64,86,55,79,50,80,67,82,76,6,14,16,11,7,29.64
165,Nélson Semedo,Nélson Semedo,23,177,67,Portugal,FC Barcelona,81,87,Right,2,3,3,High/Medium,Lean,"#Speedster, #Acrobat",SUB,,2017-07-14,,92.0,57.0,80.0,76.0,71.0,,,,,,,Speed Dribbler (CPU AI Only),75,50,58,74+4,42,80+2,61+1,30,65+12,78+2,91,92,88,82,83,74+6,80,90+1,59,60+8,77,80+4,73,62+2,38,75+1,76,77,78,16,12,10,14,12,19.38
166,R. Barkley,Ross Barkley,23,189,76,England,Everton,81,86,Right,2,5,3,Medium/Medium,Normal,,SUB,,2010-12-08,,77.0,73.0,82.0,55.0,77.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Playmaker (CPU AI Only)",65,69,65,84,61,85,68,70,78,87+1,77-3,77-3,70,77,58-1,80,63,74,82+3,79,73,45,71,81,65,80,56,58-2,52,9,14,12,6,10,26.79
167,Sergi Roberto,Sergi Roberto,25,178,68,Spain,FC Barcelona,81,86,Right,3,3,3,Medium/Medium,Normal,,RB,,2010-11-10,,77.0,64.0,76.0,79.0,72.0,,,,,,,,81,64,62+1,85,46,74,70,61,77,80,76-2,78-1,69,78+2,74,65,52-2,78-1,75,66,64,81+2,69,80,57,72+5,80+2,82+2,81+2,14,16,11,15,10,28.5
168,Felipe Anderson,Felipe Anderson,24,175,70,Brazil,Lazio,81,86,Right,3,4,4,High/High,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2013-07-09,,92.0,75.0,86.0,53.0,62.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",79,71,44,78,68,87,71,69,74,86,94,91,90,74,88,84,44-5,78-1,53-2,84,67,69,70,78,53,82+13,38,60,58,12,10,9,5,7,28.12
169,R. Guerreiro,Raphaël Guerreiro,23,170,71,Portugal,Borussia Dortmund,81,86,Left,3,3,4,Medium/Medium,Normal,#Acrobat,SUB,,2016-07-01,,77.0,75.0,84.0,74.0,63.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only)",85+6,72,61,83,76,83,84+4,82+5,74,83,83-1,72-3,88,81,86+1,81+3,64,77,54+2,83+7,69,85-1,76,79,44,75,74,70,77,12,6,8,11,8,22.04
170,A. Rabiot,Adrien Rabiot,22,188,71,France,Paris Saint-Germain,81,86,Left,2,3,2,High/Medium,Lean,,LCM,,2012-07-02,SUB,70.0,72.0,78.0,73.0,77.0,,,,,,,Selfish,69,66,75,84,69+1,79,67,57,81+2,82+1,72-1,68-2,75-1,76-4,50-3,80+1,72-4,80+1,78+1,79+3,74,77,74+1,81,68,81,66,77,69+1,9,12,9,7,15,20.9
171,M. Götze,Mario Götze,25,176,75,Germany,Borussia Dortmund,81,85,Right,4,4,4,Medium/Medium,Stocky,"#Dribbler, #Acrobat",LCM,,2016-08-01,,68.0,72.0,88.0,38.0,62.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",77,74,49,85,87,88,80,73,79,90,71,66+1,86,84,85+1,68,62,60,68,66,48,66,82,82,65,85,16,43,23,14,7,12,6,10,23.655
172,J. Corona,Jesús Corona,24,173,62,Mexico,FC Porto,81,85,Right,3,5,4,High/High,Normal,"#Dribbler, #Acrobat",RM,,2015-08-31,RM,83.0,72.0,88.0,40.0,51.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",73+2,76,67-1,76+2,75,91+1,85,67,68,84,87+1,79,90,82,87,66,72,74,39,66+4,45,45,80+3,77,68,85+5,29,40,31,11,6,10,14,9,13.68
173,H. Ziyech,Hakim Ziyech,24,180,70,Morocco,Ajax,81,85,Left,2,2,4,High/Medium,Lean,"#Playmaker  , #Crosser",LCM,,2016-08-30,,76.0,74.0,78.0,52.0,64.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Outside Foot Shot, Set Play Specialist, Takes Finesse Free Kicks",86+2,70-1,53,86+1,77,79-1,90,83,82+6,80-2,74,77,77-1,82,60,80-2,42,77+3,59+2,75,66,66,75,88,74,78+9,44+4,54+10,36,11,7,11,8,14,15.96
