,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2019
124,A. Romagnoli,Alessio Romagnoli,24,188,78,Italy,Milan,83,89,Left,2,3,2,Medium/High,Normal,,LCB,,2015-08-11,SUB,63.0,40.0,66.0,85.0,79.0,,,,,,,Leadership,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9,57.0
125,G. Lo Celso,Giovani Lo Celso,23,177,68,Argentina,Tottenham Hotspur,83,89,Left,1,3,4,High/Medium,Normal,,SUB,Real Betis,,RCM,77.0,78.0,85.0,65.0,72.0,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials, Early Crosser, Finesse Shot, Crowd Favourite",78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,61,67,62,10,7,10,15,14,51.3
126,T. Alexander-Arnold,Trent Alexander-Arnold,20,180,69,England,Liverpool,83,89,Right,1,4,3,High/Medium,Lean,#Crosser,RB,,2015-10-07,SUB,80.0,62.0,78.0,78.0,70.0,,,,,,,"Dives Into Tackles (CPU AI Only), Leadership, Argues with Officials",88,56,68,81,50,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78,55,75,76,83,79,14,15,14,6,7,74.1
127,A. Milik,Arkadiusz Milik,25,186,78,Poland,Napoli,83,88,Left,3,3,4,Medium/Medium,Lean,"#Poacher, #Clinical Finisher",RS,,2016-08-02,SUB,69.0,85.0,76.0,39.0,74.0,,,,,,,"Power Free-Kick, Speed Dribbler (CPU AI Only)",58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60,79,78,35,34,32,9,16,16,15,6,42.75
128,A. Martial,Anthony Martial,23,184,76,France,Manchester United,83,88,Right,3,3,4,Medium/Low,Normal,#Dribbler,ST,,2015-09-01,SUB,89.0,81.0,86.0,41.0,71.0,,,,,,,"Beat Offside Trap, Selfish, Early Crosser, Crowd Favourite",72,82,69,78,74,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73,81,79,34,39,36,9,8,8,15,11,68.4
129,Anderson Talisca,Talisca,25,190,80,Brazil,Guangzhou Evergrande Taobao FC,83,88,Left,2,4,4,High/Low,Normal,#FK Specialist,RW,,2019-01-01,,77.0,82.0,81.0,57.0,72.0,,,,,,,"Beat Offside Trap, Leadership, Argues with Officials, Finesse Shot",75,80,77,81,76,82,86,87,79,84,78,76,76,79,70,84,58,79,72,88,67,55,86,81,75,74,53,59,42,13,11,13,12,10,31.92
130,J. Tah,Jonathan Tah,23,195,97,Germany,Bayer 04 Leverkusen,83,88,Right,2,4,2,Medium/Medium,Stocky,"#Aerial Threat, #Strength",RCB,,2015-07-16,SUB,71.0,27.0,57.0,83.0,81.0,,,,,,,,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,11,8,7,9,14,42.75
131,C. Tolisso,Corentin Tolisso,24,181,81,France,FC Bayern München,83,88,Right,2,3,3,High/Medium,Normal,,RCM,,2017-07-01,SUB,69.0,77.0,78.0,76.0,79.0,,,,,,,"Leadership, Argues with Officials, Long Passer (CPU AI Only)",67,75,82,84,62,77,66,73,86,82,73,66,75,83,74,82,83,84,76,81,81,76,79,80,70,74,75,78,71,7,10,14,9,14,45.6
132,Pau López,Pau López,24,189,77,Spain,Roma,83,88,Left,1,3,1,Medium/Medium,Lean,,GK,,2019-07-10,SUB,,,,,,82.0,83.0,79.0,84.0,49.0,82.0,,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,19,20,11,82,83,79,82,84,22.8
133,Gonçalo Guedes,Gonçalo Guedes,22,179,68,Portugal,Valencia CF,83,88,Right,2,4,4,High/Medium,Normal,"#Speedster, #Dribbler",LM,,2018-08-29,SUB,90.0,79.0,84.0,36.0,70.0,,,,,,,"Selfish, Argues with Officials, Early Crosser, Crowd Favourite",78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9,45.6
134,N. Pépé,Nicolas Pépé,24,183,73,Ivory Coast,Arsenal,83,88,Left,1,3,4,High/Low,Lean,"#Speedster, #Dribbler, #Acrobat",RM,,2019-08-01,SUB,91.0,81.0,85.0,33.0,67.0,,,,,,,"Injury Free, Beat Offside Trap, Argues with Officials, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25,11,14,11,6,8,79.8
135,M. Akanji,Manuel Akanji,23,187,91,Switzerland,Borussia Dortmund,83,88,Right,2,3,2,Medium/High,Normal,,RCB,,2018-01-15,CB,78.0,45.0,72.0,83.0,80.0,,,,,,,,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,10,9,13,6,9,45.6
136,M. Rashford,Marcus Rashford,21,186,70,England,Manchester United,83,88,Right,2,3,5,High/High,Lean,"#Speedster, #Engine, #Acrobat",LM,,2014-07-01,SUB,92.0,82.0,84.0,45.0,77.0,,,,,,,"Long Throw-in, Selfish, Argues with Officials, Early Crosser, Giant Throw-in, Crowd Favourite",74,81,72,75,76,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75,76,78,47,40,33,11,6,15,7,14,91.2
137,J. Stones,John Stones,25,188,70,England,Manchester City,83,87,Right,2,4,3,High/Medium,Lean,,RCB,,2016-08-09,RCB,68.0,36.0,72.0,84.0,77.0,,,,,,,Inflexible,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,7,15,11,10,8,68.4
138,A. Rabiot,Adrien Rabiot,24,192,80,France,Juventus,83,87,Left,2,3,3,High/Medium,Lean,,LCM,,2019-07-01,,73.0,74.0,80.0,77.0,80.0,,,,,,,,70,69,77,85,72,79,73,59,83,84,71,74,79,83,72,80,73,80,83,79,76,80,76,80,67,84,70,81,75,9,12,9,7,15,39.9
139,Grimaldo,Alejandro Grimaldo,23,171,69,Spain,SL Benfica,83,87,Left,3,2,3,High/Medium,Normal,,LB,,2016-01-04,,85.0,63.0,84.0,77.0,71.0,,,,,,,Early Crosser,84,50,65,81,58,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,68,81,75,68,51,81,75,78,79,7,13,10,7,13,34.2
140,T. Werner,Timo Werner,23,180,75,Germany,RB Leipzig,83,87,Right,3,4,3,High/Medium,Normal,#Speedster,LS,,2016-07-01,SUB,92.0,81.0,83.0,35.0,69.0,,,,,,,Early Crosser,69,86,77,77,84,83,63,56,55,84,93,92,81,86,76,79,71,83,65,70,63,37,85,61,72,74,39,20,19,9,9,8,15,9,74.1
141,T. Lemar,Thomas Lemar,23,171,62,France,Atlético Madrid,83,87,Left,3,2,4,Medium/Medium,Lean,,LM,,2018-07-01,,83.0,76.0,85.0,59.0,67.0,,,,,,,"Beat Offside Trap, Crowd Favourite",83,75,54,84,76,85,85,81,75,86,83,83,87,79,86,79,69,77,64,78,63,66,78,84,68,80,55,59,63,11,15,13,7,14,51.3
142,T. Partey,Thomas Lemar,26,185,77,Ghana,Atlético Madrid,82,85,Right,2,3,3,Medium/High,Lean,,RCM,,2015-07-01,,73.0,72.0,77.0,79.0,84.0,,,,,,,"Injury Prone, Argues with Officials",66,68,68,84,53,79,68,58,80,81,70,75,70,81,50,83,83,91,81,80,82,79,73,78,49,75,79,83,81,11,13,9,9,7,51.3
143,D. Sánchez,Davinson Sánchez,23,187,79,Colombia,Tottenham Hotspur,83,87,Right,2,3,2,Medium/High,Normal,,SUB,,2017-08-26,LCB,74.0,45.0,66.0,83.0,81.0,,,,,,,,36,40,80,76,28,63,30,27,67,73,68,79,60,79,55,66,75,75,83,44,87,82,34,49,44,75,82,84,86,9,7,10,6,15,57.0
144,Marco Asensio,Marco Asensio,23,182,76,Spain,Real Madrid,83,87,Left,3,3,4,High/Medium,Normal,,SUB,,2015-07-01,RW,81.0,80.0,84.0,43.0,62.0,,,,,,,Argues with Officials,82,78,57,82,79,85,83,76,81,87,83,80,79,78,76,86,58,79,61,84,45,45,81,82,62,83,40,42,39,13,9,6,12,10,68.4
145,L. Digne,Lucas Digne,25,178,74,France,Everton,83,86,Left,2,3,3,High/Medium,Lean,,LB,,2018-08-01,,78.0,69.0,79.0,80.0,76.0,,,,,,,"Inflexible, Injury Prone, Argues with Officials",85,60,71,81,68,78,81,83,73,83,79,78,69,83,78,83,92,85,69,76,76,82,72,73,60,79,78,83,84,6,12,9,6,13,34.2
146,J. Draxler,Julian Draxler,25,187,77,Germany,Paris Saint-Germain,83,86,Right,3,5,4,Medium/Medium,Lean,#Dribbler,SUB,,2017-01-03,SUB,77.0,79.0,86.0,55.0,63.0,,,,,,,"Beat Offside Trap, Selfish, Finesse Shot, Crowd Favourite",81,76,65,84,80,87,78,76,77,88,78,77,80,81,75,86,75,68,66,81,48,66,79,82,65,83,39,64,44,11,13,5,13,8,39.9
147,J. Pickford,Jordan Pickford,25,185,77,England,Everton,83,86,Left,1,4,1,Medium/Medium,Normal,,GK,,2017-06-15,GK,,,,,,82.0,78.0,87.0,86.0,48.0,82.0,"Leadership, Swerve Pass, Flair Passes",17,19,15,55,20,14,18,16,56,40,53,44,55,84,55,65,77,45,70,13,42,24,18,68,45,68,21,20,12,82,78,87,82,86,45.6
148,Y. Carrasco,Yannick Carrasco,25,180,71,Belgium,Dalian YiFang FC,83,86,Right,3,4,4,High/Medium,Lean,"#Speedster, #Acrobat",LM,,2018-02-26,SUB,90.0,80.0,87.0,39.0,64.0,,,,,,,"Injury Free, Selfish, Argues with Officials, Early Crosser",78,80,53,75,68,88,81,79,71,87,91,90,90,82,71,85,70,74,59,78,61,18,80,71,74,75,53,39,26,9,11,9,10,10,31.92
149,Borja Iglesias,Borja Iglesias,26,187,86,Spain,Real Betis,83,86,Right,1,3,3,High/Medium,Lean,"#Strength, #Clinical Finisher, #Complete Forward",ST,,2019-08-14,,67.0,83.0,76.0,35.0,82.0,,,,,,,"Beat Offside Trap, Selfish, Speed Dribbler (CPU AI Only)",50,86,82,71,71,77,41,36,65,80,65,69,64,78,72,83,70,76,91,82,68,30,84,71,79,82,32,31,18,14,12,16,13,16,31.92
150,W. Zaha,Wilfried Zaha,26,180,66,Ivory Coast,Crystal Palace,83,85,Right,2,3,5,High/Low,Lean,"#Speedster, #Dribbler",LS,,2015-02-02,RW,91.0,76.0,88.0,27.0,74.0,,,,,,,"Injury Free, Selfish, Crowd Favourite",78,78,47,75,64,90,57,51,65,87,88,93,87,77,81,81,58,76,74,70,73,23,78,76,66,81,22,29,28,15,10,15,11,10,57.0
151,Paco Alcácer,Paco Alcácer,25,175,72,Spain,Borussia Dortmund,83,85,Right,2,4,3,Medium/Low,Normal,"#Poacher, #Clinical Finisher",ST,,2018-11-23,,79.0,84.0,80.0,36.0,63.0,,,,,,,"Power Free-Kick, Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Outside Foot Shot",53,86,78,79,85,78,85,85,51,82,81,78,84,85,84,82,67,65,64,84,57,26,86,67,71,84,45,24,22,12,14,14,8,5,49.59
152,Morata,Álvaro Morata,26,189,84,Spain,Atlético Madrid,83,85,Right,3,4,3,High/High,Normal,,LS,Chelsea,,ST,81.0,79.0,80.0,31.0,72.0,,,,,,,Early Crosser,73,81,86,78,80,83,76,44,51,82,75,85,66,80,58,80,84,70,79,72,56,24,85,76,70,76,37,14,20,4,5,4,4,5,57.0
153,S. Haller,Sébastien Haller,25,190,82,France,West Ham United,83,85,Right,1,2,3,High/Medium,Lean,,ST,,2019-07-17,,72.0,81.0,76.0,51.0,82.0,,,,,,,,40,85,86,76,82,76,57,46,45,80,68,76,68,84,53,81,80,72,89,67,76,36,84,75,91,82,39,61,55,6,7,14,7,6,47.5
154,William Carvalho,William Carvalho,27,187,83,Portugal,Real Betis,83,85,Right,3,4,3,Medium/Medium,Normal,#Strength,CDM,,2018-07-13,LCM,42.0,57.0,74.0,79.0,85.0,,,,,,,"Leadership, Finesse Shot",68,52,74,81,50,78,80,50,85,81,37,46,45,74,47,69,67,83,91,55,78,81,63,81,60,89,80,80,72,6,6,5,14,14,28.5
155,F. Bernardeschi,Federico Bernardeschi,25,185,77,Italy,Juventus,83,85,Left,2,3,5,High/Medium,Lean,#Dribbler,SUB,,2017-07-24,RW,81.0,75.0,87.0,60.0,66.0,,,,,,,"Selfish, Argues with Officials, Speed Dribbler (CPU AI Only), Crowd Favourite",82,68,54,85,74,88,82,80,71,88,82,81,85,80,79,82,49,79,67,82,52,66,78,82,72,82,66,54,50,14,15,10,13,12,51.3
156,D. Djené,Djené,27,178,72,Togo,Getafe CF,83,85,Right,1,4,2,Medium/High,Normal,,RCB,,2017-07-24,,72.0,37.0,61.0,83.0,79.0,,,,,,,"Inflexible, Diver, Injury Prone, Leadership",60,29,79,74,22,50,51,48,64,71,74,71,71,81,69,67,79,73,79,27,88,84,49,42,41,72,83,85,82,7,15,7,10,10,28.5
157,Oscar,Oscar,27,181,71,Brazil,Shanghai SIPG FC,83,84,Right,3,3,4,High/Medium,Lean,#Acrobat,RCM,,2017-01-01,,74.0,76.0,81.0,55.0,50.0,,,,,,,"Argues with Officials, Crowd Favourite",81,76,54,86,65,78,77,76,84,84,75,73,88,81,81,80,66,77,38,77,43,45,79,83,70,75,66,52,47,12,10,15,12,12,34.2
158,Bartra,Marc Bartra,28,184,73,Spain,Real Betis,83,84,Right,3,3,3,High/Medium,Lean,,RCB,,2018-01-30,,73.0,61.0,72.0,82.0,74.0,,,,,,,"Injury Prone, Argues with Officials",57,55,80,82,43,68,66,51,81,78,75,72,71,83,70,71,87,69,73,70,80,84,61,75,52,76,79,83,82,10,15,13,12,8,25.08
159,Pablo Sarabia,Pablo Sarabia,27,174,70,Spain,Paris Saint-Germain,83,84,Left,2,4,4,High/Medium,Normal,#Dribbler,SUB,,2019-07-02,,75.0,76.0,84.0,57.0,57.0,,,,,,,"Speed Dribbler (CPU AI Only), Crowd Favourite",84,78,61,83,64,86,84,74,79,85,74,75,79,77,80,76,32,71,57,77,46,58,82,84,69,74,60,54,49,16,7,15,6,14,45.6
160,F. Thauvin,Florian Thauvin,26,179,70,France,Olympique de Marseille,83,84,Left,2,3,4,High/Medium,Normal,#Acrobat,RW,,2017-07-01,SUB,83.0,80.0,83.0,41.0,69.0,,,,,,,"Beat Offside Trap, Selfish, Argues with Officials, Crowd Favourite",82,80,72,83,75,82,84,72,76,84,87,80,86,83,71,83,77,83,66,80,56,42,84,80,78,82,46,29,31,8,11,14,10,9,51.3
161,Jorginho,Jorginho,27,180,67,Italy,Chelsea,83,84,Right,2,3,3,Medium/Medium,Lean,#Playmaker  ,CDM,,2018-07-16,CM,55.0,63.0,81.0,70.0,73.0,,,,,,,Finesse Shot,75,57,56,89,71,81,75,76,87,85,61,50,77,81,72,71,58,85,66,62,79,76,68,87,84,79,62,77,70,14,7,13,14,8,74.1
162,Rui Patrício,Rui Patrício,31,190,84,Portugal,Wolverhampton Wanderers,83,83,Left,3,2,1,Medium/Medium,Normal,,GK,,2018-06-18,GK,,,,,,84.0,80.0,77.0,82.0,55.0,81.0,"Diver, Second Wind",12,12,11,31,17,20,10,16,30,23,53,57,61,77,54,58,79,45,77,11,39,22,13,64,32,66,14,13,11,84,80,77,81,82,22.8
163,Pedro,Rui Patrício,31,169,65,Spain,Chelsea,82,82,Right,3,5,4,High/High,Lean,,RW,,2015-08-20,,75.0,77.0,84.0,43.0,56.0,,,,,,,"Beat Offside Trap, Argues with Officials, Speed Dribbler (CPU AI Only)",78,78,55,80,70,84,81,57,71,85,78,73,81,81,82,77,66,70,47,79,56,49,82,78,66,77,49,32,31,5,11,12,15,9,22.8
164,R. Nainggolan,Radja Nainggolan,31,176,77,Belgium,Cagliari,83,83,Right,3,3,3,High/High,Stocky,"#Engine, #Tackling , #Tactician ",CAM,Inter,,,72.0,79.0,83.0,83.0,82.0,,,,,,,Argues with Officials,73,75,59,84,75,83,73,68,81,84,72,72,75,85,83,84,75,89,76,86,88,86,84,76,63,84,83,86,90,11,11,14,8,11,29.64
165,Diego Costa,Diego Costa,30,188,86,Spain,Atlético Madrid,83,83,Right,4,4,2,High/Medium,Normal,#Strength,SUB,,2018-01-01,,73.0,82.0,75.0,49.0,85.0,,,,,,,"Power Free-Kick, Skilled Dribbling",65,85,84,65,81,77,62,59,52,82,71,75,56,83,51,83,63,74,90,74,93,40,84,74,75,83,58,39,30,11,13,12,8,11,28.5
166,David Luiz,David Luiz,32,189,86,Brazil,Arsenal,83,83,Right,4,3,3,Medium/Medium,Normal,,LCB,,2019-08-08,,61.0,65.0,70.0,82.0,77.0,,,,,,,"Long Throw-in, Leadership, Argues with Officials",68,55,81,77,63,66,70,76,82,79,58,63,66,77,56,81,78,65,79,73,86,84,54,71,75,77,79,83,81,11,12,10,7,14,22.8
167,J. Henderson,Jordan Henderson,29,182,80,England,Liverpool,83,83,Right,2,3,3,High/High,Normal,#Engine,RCM,,2011-06-09,RCM,64.0,70.0,77.0,78.0,80.0,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only), Leadership, Giant Throw-in",82,67,65,84,71,76,80,74,84,81,65,64,69,84,70,77,77,90,74,71,82,80,75,83,64,78,79,80,76,7,13,7,9,13,39.9
168,G. Sigurðsson,Gylfi Sigurdsson,29,186,77,Iceland,Everton,83,83,Right,3,4,3,High/High,Normal,"#Engine, #Crosser, #FK Specialist",CAM,,2017-08-16,CAM,56.0,81.0,80.0,57.0,69.0,,,,,,,"Diver, Beat Offside Trap, Argues with Officials, Finesse Shot",86,78,60,85,75,82,87,86,77,85,57,56,68,79,63,84,65,86,65,86,57,55,79,86,79,84,57,57,55,13,8,10,15,12,39.9
169,A. Ramsey,Aaron Ramsey,28,183,76,Wales,Juventus,83,83,Right,3,3,3,High/High,Lean,#Engine,SUB,,2019-07-01,CAM,68.0,77.0,80.0,68.0,74.0,,,,,,,"Power Free-Kick, Argues with Officials",75,75,58,84,79,81,70,66,80,83,66,69,73,81,74,81,66,89,67,74,74,69,84,81,75,81,68,72,68,6,11,5,10,8,45.6
170,D. Blind,Daley Blind,29,180,72,Netherlands,Ajax,83,83,Left,3,3,3,Medium/Medium,Normal,#Tactician ,LDM,,2018-07-17,LB,54.0,65.0,77.0,82.0,74.0,,,,,,,Giant Throw-in,80,62,75,83,66,75,84,62,83,82,61,48,71,85,72,73,72,76,74,65,70,86,66,77,54,83,82,84,79,12,9,10,14,10,27.36
171,N. Otamendi,Nicolás Otamendi,31,183,81,Argentina,Manchester City,83,83,Right,3,3,2,Medium/High,Normal,,SUB,,2015-08-20,SUB,56.0,57.0,59.0,83.0,78.0,,,,,,,"Diver, Injury Prone, Long Passer (CPU AI Only)",52,54,84,75,57,51,50,39,72,70,55,57,58,78,58,69,89,65,79,56,91,83,48,53,45,79,82,84,83,12,5,8,11,12,31.35
172,I. Gueye,Idrissa Gueye,29,174,66,Senegal,Paris Saint-Germain,83,83,Right,2,3,3,Medium/High,Lean,#Tactician ,SUB,,2019-07-30,,73.0,59.0,78.0,85.0,78.0,,,,,,,Argues with Officials,60,50,69,79,32,76,45,61,77,79,74,72,82,83,80,80,88,90,69,66,85,89,65,65,54,80,84,90,83,8,6,8,12,13,31.35
173,K. Kampl,Kevin Kampl,28,178,67,Slovenia,RB Leipzig,83,83,Right,2,4,3,High/High,Lean,"#Dribbler, #Engine, #Acrobat",CM,,2017-08-31,,76.0,67.0,86.0,63.0,62.0,,,,,,,"Selfish, Crowd Favourite",72,63,34,84,68,86,78,75,79,84,83,70,90,84,82,69,67,90,47,73,64,75,73,82,64,83,65,64,59,13,11,7,6,16,25.08
174,Rodrigo,Hirving Lozano,28,182,77,Spain,Valencia CF,83,83,Left,2,3,4,High/Medium,Lean,,LS,,2014-12-03,SUB,90.0,80.0,82.0,44.0,70.0,,,,,,,"Beat Offside Trap, Finesse Shot, Speed Dribbler (CPU AI Only), Crowd Favourite",72,80,80,80,77,82,83,67,58,82,88,91,81,82,74,83,77,74,71,76,60,31,83,77,77,80,44,41,40,7,13,10,11,5,45.6
175,H. Lozano,Hirving Lozano,23,175,70,Mexico,PSV,82,86,Right,3,3,4,High/Low,Lean,"#Speedster, #Acrobat",RW,,2017-07-21,LW,93.0,76.0,83.0,41.0,66.0,,,,,,,"Early Crosser, Speed Dribbler (CPU AI Only)",75,76,58,74,74,83,72,65,67,81,94,93,91,83,76,76,67,82,59,74,64,45,81,74,73,76,42,35,29,11,10,14,14,10,45.6
176,W. Ben Yedder,Wissam Ben Yedder,28,170,68,France,AS Monaco,83,83,Right,2,5,4,High/High,Normal,#Acrobat,RS,,2019-08-14,,84.0,82.0,85.0,39.0,61.0,,,,,,,"Selfish, Speed Dribbler (CPU AI Only), Crowd Favourite",74,88,74,80,83,85,80,76,66,84,88,81,90,83,89,81,78,68,59,69,55,44,89,80,76,84,34,33,26,6,13,9,7,7,45.6
177,Danilo Pereira,Danilo Pereira,27,188,83,Portugal,FC Porto,83,83,Right,3,3,3,Medium/High,Normal,#Strength,LCM,,2015-07-02,SUB,65.0,63.0,74.0,82.0,85.0,,,,,,,Avoids Using Weaker Foot,55,60,77,83,55,76,48,53,81,78,62,68,57,75,60,74,62,82,89,63,83,83,69,73,57,84,83,84,71,9,7,13,14,15,33.06
178,A. Kramarić,Andrej Kramaric,28,177,73,Croatia,TSG 1899 Hoffenheim,83,83,Right,2,4,4,Medium/Medium,Normal,"#Dribbler, #Clinical Finisher, #Complete Forward",LS,,2015-01-16,,73.0,85.0,85.0,30.0,71.0,,,,,,,"Injury Free, Selfish, Argues with Officials, Outside Foot Shot, Crowd Favourite",76,86,69,79,85,86,79,74,53,85,76,70,83,83,83,83,69,77,67,85,73,21,84,72,90,82,35,20,26,8,14,14,7,15,43.32
179,Oyarzabal,Mikel Oyarzabal,22,181,78,Spain,Real Sociedad,82,89,Left,1,3,3,High/Medium,Lean,#Clinical Finisher,LW,,2014-07-01,,75.0,82.0,83.0,39.0,61.0,,,,,,,Early Crosser,82,86,44,81,64,85,69,71,73,84,74,76,77,81,75,80,56,78,57,81,52,29,80,79,76,70,55,32,30,10,6,10,13,11,62.7
180,L. Bailey,Leon Bailey,21,178,79,Jamaica,Bayer 04 Leverkusen,82,88,Left,1,4,4,Medium/Medium,Normal,"#Speedster, #Dribbler, #Acrobat",LM,,2017-01-31,,91.0,77.0,84.0,33.0,64.0,,,,,,,"Selfish, Argues with Officials, Early Crosser, Speed Dribbler (CPU AI Only), Crowd Favourite",77,75,57,76,75,86,78,79,66,82,93,90,86,80,84,79,83,76,59,79,58,21,80,77,71,75,45,27,18,12,13,6,15,14,45.6
181,Gabriel Jesus,Gabriel Jesus,22,175,73,Brazil,Manchester City,82,88,Right,2,3,4,High/High,Normal,"#Dribbler, #Acrobat",SUB,,2016-08-03,,85.0,80.0,86.0,39.0,71.0,,,,,,,"Selfish, Outside Foot Shot, Crowd Favourite",66,84,75,76,72,86,76,54,66,85,87,83,90,85,90,78,78,83,63,73,73,32,86,77,78,81,53,23,19,13,8,6,6,15,79.8
182,M. Kovačić,Mateo Kovacic,25,176,78,Croatia,Chelsea,82,87,Right,3,4,4,High/High,Lean,#Dribbler,SUB,,2019-07-01,,76.0,68.0,86.0,67.0,70.0,,,,,,,"Selfish, Finesse Shot, Crowd Favourite",73,61,42,88,76,86,78,68,81,89,79,73,83,76,84,79,63,78,63,75,77,71,69,83,59,81,70,72,63,9,5,6,7,7,39.9
183,A. Belotti,Andrea Belotti,25,181,72,Italy,Torino,82,87,Right,3,5,3,High/High,Normal,,ST,,2015-08-18,SUB,77.0,81.0,77.0,41.0,82.0,,,,,,,"Long Passer (CPU AI Only), Speed Dribbler (CPU AI Only)",42,88,84,68,82,78,64,56,42,75,77,77,78,76,75,81,83,81,82,67,83,31,85,61,77,75,55,23,32,13,7,12,14,7,39.9
184,T. Strakosha,Thomas Strakosha,24,193,78,Albania,Lazio,82,87,Right,1,2,1,Medium/Medium,Lean,,GK,,2012-08-09,,,,,,,84.0,78.0,75.0,87.0,44.0,79.0,"Swerve Pass, Second Wind",18,18,11,26,11,14,14,12,22,15,41,46,45,74,47,56,56,23,66,14,20,24,18,49,21,61,20,18,12,84,78,75,79,87,22.8
185,N. Keïta,Naby Keïta,24,172,64,Guinea,Liverpool,82,87,Right,2,4,4,High/Medium,Lean,"#Dribbler, #Acrobat",SUB,,2018-07-01,,71.0,73.0,88.0,65.0,66.0,,,,,,,"Selfish, Argues with Officials, Crowd Favourite",62,74,42,85,71,88,64,70,76,88,77,66,89,81,90,76,52,79,57,73,78,76,74,80,58,81,68,64,62,7,14,15,14,9,62.7
186,L. Torreira,Lucas Torreira,23,168,64,Uruguay,Arsenal,82,87,Right,2,3,3,Medium/High,Normal,,RDM,,2018-07-12,,75.0,67.0,80.0,81.0,75.0,,,,,,,Argues with Officials,74,61,59,83,65,78,70,78,76,81,79,72,85,79,93,78,52,86,66,74,87,86,68,74,48,78,84,84,77,5,5,13,7,9,62.7
187,Rúben Neves,Rúben Neves,22,180,80,Portugal,Wolverhampton Wanderers,82,87,Right,2,4,3,Medium/High,Normal,,CM,,2017-07-08,CDM,62.0,74.0,76.0,70.0,73.0,,,,,,,"Leadership, Argues with Officials, Finesse Shot",77,64,53,85,81,75,84,83,86,82,64,60,65,78,70,86,68,78,67,83,82,75,65,85,76,83,69,74,69,16,12,10,8,10,54.15
188,P. Kimpembe,Presnel Kimpembe,23,189,80,France,Paris Saint-Germain,82,87,Left,2,3,2,High/High,Normal,,SUB,,2015-07-01,SUB,75.0,39.0,67.0,81.0,83.0,,,,,,,,62,31,79,79,33,58,50,32,75,78,73,77,73,77,62,55,77,80,84,39,88,83,39,60,50,80,79,81,81,7,8,14,15,9,34.2
189,S. Bergwijn,Steven Bergwijn,21,178,78,Netherlands,PSV,82,87,Right,2,2,4,Medium/Medium,Stocky,#Dribbler,CAM,,2014-07-01,RM,89.0,75.0,85.0,40.0,73.0,,,,,,,"Selfish, Early Crosser, Crowd Favourite",74,74,60,83,67,87,77,66,62,85,88,89,79,81,89,83,74,81,80,72,44,34,78,79,61,77,52,31,26,11,14,12,14,13,39.9
190,A. Onana,André Onana,23,187,93,Cameroon,Ajax,82,87,Right,2,3,1,Medium/Medium,Stocky,,GK,,2015-01-14,GK,,,,,,84.0,80.0,86.0,83.0,63.0,76.0,Swerve Pass,15,12,20,33,13,26,30,17,26,38,64,62,68,80,53,65,80,39,67,17,29,15,11,62,27,57,12,18,14,84,80,86,76,83,39.9
