,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2015
113,C. Smalling,Chris Smalling,25,192,81,England,Manchester United,79,84,Right,2,3,2,Medium/Medium,Normal,,RCB,,2010-07-01,LCB,76.0,26.0,61.0,83.0,76.0,,,,,,,Injury Prone,52+1,23+1,80-1,68-3,24+1,61-2,26+1,22+1,56+1,64-1,75,76-2,51,79-1,45,42+1,71-2,75,77,11-14,76+1,82+4,22+1,49+1,52+1,,82+3,85+3,81+1,10+1,15+1,16+1,15+1,15+1,14.25
114,Rodrigo,Hirving Lozano,24,181,77,Spain,Valencia CF,79,84,Left,2,3,4,High/Medium,Lean,,RW,,2014-12-03,,85.0,76.0,80.0,32.0,71.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",72+7,76-5,69-6,75+2,73-7,82+3,76-2,67,58-2,80+2,84-1,86-1,81,78-4,69-1,77-4,74,75,71,74-3,67,31,81-4,71,82,,26,28,29,7,13,10,11,5,3.19
115,H. Lozano,Hirving Lozano,19,174,63,Mexico,Pachuca,74,84,Right,1,4,3,High/Medium,Lean,,LW,,2014-01-01,,88.0,71.0,76.0,34.0,62.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",68+1,69+1,56+1,75+2,74+1,77+1,68+1,56+1,68+2,74+1,87,88,82-1,62+1,73+1,75+1,75-1,78-1,61+2,73+1,42+1,53+1,69+1,70+2,58+1,,25+1,27+1,25+1,11+1,10+1,14+1,14+1,10+1,3.19
116,E. Lamela,Erik Lamela,23,183,70,Argentina,Tottenham Hotspur,79,83,Left,2,2,4,Medium/Medium,Lean,,RM,,2013-08-30,SUB,80.0,77.0,84.0,32.0,57.0,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only)",75+1,74+1,71+1,81+1,80+1,87+1,83+1,79+1,71+1,83+1,84-1,77-3,78-1,76+1,71,80+1,64,69,50+4,82+1,59+1,26+1,77+1,79+1,75+1,,26+1,31+1,26+1,10+1,15+1,11+1,8+1,13+1,25.08
117,S. N'Zonzi,Steven Nzonzi,26,190,75,France,Sevilla FC,79,83,Right,2,3,3,Medium/Medium,Lean,,SUB,,2015-07-09,,67.0,58.0,76.0,77.0,83.0,,,,,,,Injury Free,59-4,46+1,75-3,81-2,52+3,77+3,73+22,42+1,74-3,81+2,66-3,68-4,65,75+2,61,79+5,64,85+6,83,66+4,83-3,83+2,66+1,68-1,57+1,,73+1,80+3,74+4,7+1,16+1,16+1,16+1,13+1,9.12
118,K. Walker,Kyle Walker,25,178,70,England,Tottenham Hotspur,79,83,Right,2,2,2,High/Medium,Stocky,#Speedster,RB,,2009-07-01,,90.0,63.0,73.0,77.0,80.0,,,,,,,"Long Throw-in, Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",75+1,51+1,76+1,73+1,57+1,74+1,76+1,73+1,67+1,73+1,88,92,68,74+1,73,86+1,83,88,77,70+1,78+1,67-6,61-7,68+1,63+1,,77+4,81+3,84+4,12+1,6+1,16+1,15+1,8+1,17.1
119,Canales,Sergio Canales,24,179,65,Spain,Real Sociedad,79,83,Left,2,3,4,High/Medium,Lean,,SUB,,2014-01-31,,72.0,74.0,80.0,26.0,63.0,,,,,,,Injury Prone,74+4,77+1,38+1,86+1,64+1,81,81+5,78+1,73+2,82,72-1,72-1,82,66+1,70,68-6,44-2,67-1,66-6,76+1,55+1,46+1,77+1,83+1,66+1,,14-11,23+1,16-9,15+1,12+1,16+1,13+1,12+1,6.27
120,W. Szczęsny,Wojciech Szczesny,25,196,84,Poland,Roma,79,82,Right,2,3,1,Medium/Medium,Lean,,GK,Arsenal,,SUB,,,,,,84.0,77.0,71.0,85.0,45.0,74.0,,12-13,12-13,16-9,32+1,14-11,11-14,16-9,14-11,36+1,22+1,50,40,55,76+1,46,15-19,38,38,61,14-11,40+1,15-10,14-11,41+16,18-29,,11-14,13-12,12-13,84+1,77+1,71+1,74+1,85+1,13.68
121,C. Immobile,Ciro Immobile,25,181,85,Italy,Sevilla FC,79,82,Right,2,4,3,High/Medium,Normal,,SUB,Borussia Dortmund,,SUB,74.0,81.0,76.0,35.0,73.0,,,,,,,"Diver, Avoids Using Weaker Foot, Beat Offside Trap, Finesse Shot",55+1,83,74+2,71+3,80,75+1,75+2,51+1,49+1,77+2,71-1,76-2,75,84+1,64-9,85-1,78,68-9,74-1,76+2,73-4,40+1,80-4,59+1,75+1,,21+1,33+1,33+1,6+1,8+1,15+1,12+1,6+1,15.675
122,Pizzi,Pizzi,25,178,72,Portugal,SL Benfica,79,82,Right,1,4,4,Medium/Medium,Lean,,CAM,,2013-07-30,,82.0,72.0,81.0,58.0,66.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",79+4,70+1,45+1,80+1,60+1,81+1,85+1,75+1,77+1,82+1,85,79,80,75,86,74+1,67,73,65+20,77+3,57+1,66+4,74,80+2,76+1,,50+1,63+4,62+5,15+1,14+1,9+1,9+1,15+1,5.815
123,D. Lovren,Dejan Lovren,25,188,84,Croatia,Liverpool,79,81,Right,2,4,2,High/High,Normal,,SUB,,2014-07-27,,56.0,40.0,63.0,81.0,79.0,,,,,,,Dives Into Tackles (CPU AI Only),59+1,33+1,75+1,70+1,42+1,64+1,26+1,18-7,68+1,67+1,55-1,56-5,49,75+1,41,63+1,76,70,81,34+1,87+1,73-5,21+1,56+1,52+1,,82+2,85+3,86+3,14+1,14+1,13+1,10+1,7+1,15.96
124,L. Shaw,Luke Shaw,19,185,75,England,Manchester United,78,89,Left,2,2,2,High/Medium,Normal,,SUB,,2014-06-27,,82.0,40.0,78.0,78.0,75.0,,,,,,,Avoids Using Weaker Foot,76+1,32+1,67+3,75+1,31+1,79+1,63+1,58+1,64+1,76+1,79,84,79,76+2,70+6,50+1,63,81+6,77,42+1,64+1,75-1,69+6,65+5,53+1,,79+4,81+3,80+4,10+1,12+1,13+1,7+1,7+1,23.94
125,P. Dybala,Paulo Dybala,21,177,69,Argentina,Juventus,78,88,Left,1,2,4,Medium/Low,Normal,"#Dribbler, #Acrobat",RS,,2015-07-01,,87.0,80.0,87.0,24.0,56.0,,,,,,,"Beat Offside Trap, Finesse Shot, Flair, Technical Dribbler (CPU AI Only)",72+4,84+4,52-8,77+1,80+4,86+2,86+6,80+6,61-7,89+1,89-1,85+3,91+1,76+2,85,71+1,65,71-4,51-4,77+1,48-18,31+1,85+7,78+6,80+8,,15-9,21-9,21-7,9+1,11+1,9+1,10+1,11+1,25.08
126,D. Rugani,Daniele Rugani,20,188,78,Italy,Juventus,78,88,Right,1,3,2,Low/Medium,Lean,,SUB,,2015-02-04,,66.0,40.0,58.0,82.0,75.0,,,,,,,Injury Free,40+6,34+8,76,57+2,35+11,52+6,45+1,25+1,57-3,65+7,63+8,69+4,65+15,74+4,55+20,59+9,75+6,69,79+3,39-1,72,83+7,33+9,50+20,29+1,,83+7,83+4,83+7,5+1,10+1,5+1,5+1,5+1,9.975
127,N. Süle,Niklas Süle,19,195,93,Germany,TSG 1899 Hoffenheim,78,88,Right,1,3,2,Medium/Medium,Normal,"#Aerial Threat, #Strength",RCB,,2013-05-11,,58.0,39.0,43.0,81.0,79.0,,,,,,,Dives Into Tackles (CPU AI Only),30+1,20-5,80+1,69+6,29+1,42+1,28+1,30+1,57+9,46+1,51,64,33-2,70+1,33+3,70+1,36+2,63,93+3,59+1,74+1,82+3,26+1,30+1,32+1,,79+3,84+3,81+3,15+1,7+1,14+1,7+1,15+1,7.22
128,M. Kovačić,Mateo Kovacic,21,181,77,Croatia,Real Madrid,78,86,Right,1,4,4,Medium/Medium,Normal,#Playmaker  ,SUB,,2015-08-19,,81.0,66.0,85.0,48.0,65.0,,,,,,,"Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",75-2,58,42-3,87+2,76+4,88+2,78-3,68-3,76-5,87,84,78,80-1,75+1,71-8,77+4,59-6,73-2,59+3,74+6,71+5,48-1,68-1,88+3,59+1,,41+1,54-1,55-1,9+1,5+1,6+1,7+1,7+1,25.365
129,J. Giménez,José Giménez,20,185,80,Uruguay,Atlético Madrid,78,86,Right,1,3,2,Medium/High,Stocky,,RCB,,2013-07-01,RCB,69.0,45.0,48.0,82.0,80.0,,,,,,,Dives Into Tackles (CPU AI Only),47+1,37+1,74+1,59+3,30+1,41+3,36+1,44+1,58+1,53,66-1,71-2,56,64+2,54-1,72+1,86+1,71-1,80,48+1,88+6,79+1,24+1,27+1,38+1,,84+7,83+3,85+10,9+1,11+1,7+1,10+1,15+1,18.24
130,Sergi Roberto,Sergi Roberto,23,178,71,Spain,FC Barcelona,78,85,Right,1,3,3,Medium/Medium,Normal,,SUB,,2010-11-10,,77.0,65.0,75.0,67.0,74.0,,,,,,,Long Shot Taker (CPU AI Only),75+14,65+1,49+1,85,46+1,74+1,70-1,61+1,77+2,80+3,78+9,76+8,69-2,73+2,75+3,68-4,55,81+2,77+2,70+1,64+1,71+7,69-3,83+1,57+1,,62+15,74+18,67+18,14+1,16+1,11+1,15+1,10+1,11.78
131,Deulofeu,Gerard Deulofeu,21,179,73,Spain,Everton,78,85,Right,1,4,4,High/Low,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2015-07-01,,91.0,69.0,87.0,24.0,59.0,,,,,,,"Selfish, Flair, Technical Dribbler (CPU AI Only)",75+1,73+1,40+1,67+1,55+1,89+1,84+1,75+1,54+1,86+1,89-1,92,93,77+1,77,64+1,72,76,57,65+1,40+1,22+1,78+1,62+1,70+1,,18-7,27+1,22+1,12+1,16+1,14+1,11+1,11+1,10.26
132,F. Coquelin,Francis Coquelin,24,178,74,France,Arsenal,78,84,Right,2,3,3,Medium/High,Normal,,RCM,,2008-09-23,,70.0,54.0,76.0,75.0,78.0,,,,,,,,60+1,45+1,50+1,78+1,43+1,74+2,55+1,41+1,72+1,78+1,69-2,70-3,76,76+3,83+1,71+1,70+1,79,74,59+1,88+4,84+6,64+1,73+1,52+1,,72+1,80+3,77+3,9+1,9+1,8+1,10+1,15+1,6.555
133,K. Koulibaly,Kalidou Koulibaly,24,195,89,Senegal,Napoli,78,84,Right,1,2,2,High/Medium,Normal,"#Aerial Threat, #Strength",SUB,,2014-07-01,,74.0,26.0,43.0,79.0,86.0,,,,,,,Power Header,29+1,19-6,77+1,54+1,14-11,32+1,28+1,28+1,44+1,54+1,69-1,78,53,65+1,48,55+1,78,75,93,15-10,86+1,75+1,17-8,25+1,33+1,,78+3,82+3,79+3,7+1,11+1,7+1,13+1,5+1,11.4
134,G. Kondogbia,Geoffrey Kondogbia,22,188,76,France,Inter,78,84,Left,1,2,3,Medium/Medium,Normal,,RCM,,2015-06-22,SUB,66.0,60.0,75.0,76.0,83.0,,,,,,,,59+1,48+1,72+1,80+1,46+1,76+1,63+1,60+1,77+1,77+1,66,66,74,76+1,58+5,86+1,76,85,87,67+1,71+1,80+1,68+1,75+1,45+1,,69+1,83+1,75+1,15+1,10+1,10+1,8+1,10+1,20.52
135,H. Kane,Harry Kane,21,188,65,England,Tottenham Hotspur,78,84,Right,1,3,3,High/High,Normal,,ST,,2010-07-01,ST,73.0,78.0,75.0,41.0,79.0,,,,,,,,69,82,80+1,72,67,76,68,73,63,77,69-1,76,69,80+3,59-16,77,67,84,79-1,71,74+3,31,84,70-2,78,,41,36,38,8+1,10+1,11+1,14+1,11+1,22.8
136,Bernard,Bernard,22,164,57,Brazil,Shakhtar Donetsk,78,84,Right,2,4,4,High/Medium,Lean,#Acrobat,SUB,,2013-08-08,,87.0,71.0,83.0,38.0,44.0,,,,,,,"Flair, Speed Dribbler (CPU AI Only)",77-1,74+1,59+1,76-3,68+1,79-1,73+1,69-4,68+1,84+1,91,83-7,92,80+1,96-1,73+1,61,68-2,31-4,65+1,41+1,36+1,76+1,77+1,57+1,,39+1,37+1,25+1,6+1,11+1,13+1,10+1,12+1,18.24
137,Y. Ferreira Carrasco,Yannick Carrasco,21,180,66,Belgium,Atlético Madrid,78,84,Right,1,4,4,High/Medium,Lean,#Acrobat,SUB,,2015-07-10,,86.0,74.0,84.0,21.0,60.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",75+1,72+1,53+1,77+1,68,85+4,76+1,78+1,69-2,82+4,85,86,91,78+2,72,81+4,65,74,57,74+1,49+1,13-12,74+1,72+1,74+1,,19-6,19-6,16-9,9+1,11+1,9+1,10+1,10+1,11.97
138,S. Mané,Sadio Mané,23,175,75,Senegal,Southampton,78,84,Right,3,3,4,High/Medium,Normal,#Speedster,CAM,,2014-09-01,,91.0,73.0,81.0,35.0,64.0,,,,,,,"Diver, Beat Offside Trap, Selfish, Flair, Technical Dribbler (CPU AI Only)",68+1,76+1,53+1,73+1,66+1,83+2,74+1,64+1,67+1,77+1,91+1,91,88,75+5,85,73+2,58,65,66+2,66+1,61+1,29+1,77+1,69+1,71+9,,33+1,33+1,38+1,10+1,10+1,15+1,7+1,14+1,18.24
139,Rafa,Rafa Silva,22,170,63,Portugal,SC Braga,78,84,Right,1,4,4,High/Medium,Lean,"#Speedster, #Acrobat",LM,,2013-07-01,,92.0,66.0,83.0,34.0,46.0,,,,,,,"Selfish, Technical Dribbler (CPU AI Only)",71+4,65+1,56-4,75+3,62+1,84+2,75+1,56+1,65+1,79+2,91+1,93+2,90+3,80,85-3,71+1,65,74+6,30,64+1,44+1,33+1,74+1,76+2,59+1,,23+1,38+1,36+1,9+1,11+1,11+1,12+1,8+1,8.835
140,Gabriel,Gabriel Paulista,24,187,72,Brazil,Arsenal,78,83,Right,1,2,2,Low/High,Lean,,RCB,,2015-01-28,,70.0,54.0,64.0,82.0,76.0,,,,,,,Dives Into Tackles (CPU AI Only),67+1,51+1,73+1,69+1,48+1,60+1,55+1,46+1,69+1,65+1,68,72-2,69,78+1,71,61+1,75,74,77,57+1,74+1,80-1,51+1,61+1,51+1,,83+3,86+3,80+3,15+1,6+1,15+1,15+1,7+1,12.16
141,F. Ghoulam,Faouzi Ghoulam,24,188,80,Algeria,Napoli,78,83,Left,1,4,2,High/Medium,Lean,,SUB,,2014-01-31,,81.0,63.0,73.0,76.0,77.0,,,,,,,"Power Free-Kick, Early Crosser, Giant Throw-in",81+1,54+1,70+1,74+1,52+1,74+1,73+1,68+1,67+1,75+1,77,84,67,75+1,62,80+1,73,84+4,75,69+1,75+1,73+1,52+1,58+1,76+1,,75+4,78+3,80+4,12+1,7+1,8+1,8+1,13+1,9.12
142,T. Hazard,Thorgan Hazard,22,174,69,Belgium,Borussia Mönchengladbach,78,83,Right,1,3,3,High/Medium,Lean,,SUB,,2015-07-01,,77.0,74.0,82.0,33.0,63.0,,,,,,,"Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",75+1,73+1,38+1,78+1,75+1,84+2,80+1,73+1,73+1,77+1,78,76,85+6,77+1,81+2,76+3,64,75,57,75+1,62+1,39+1,75+1,81+1,73+1,,28+1,34+1,32+1,6+1,9+1,7+1,7+1,8+1,11.4
143,M. Batshuayi,Michy Batshuayi,21,185,78,Belgium,Olympique de Marseille,78,83,Right,1,4,3,Medium/Low,Normal,,ST,,2014-07-01,,82.0,78.0,79.0,27.0,71.0,,,,,,,Selfish,65+1,79-2,72+7,62+1,73+1,78-2,61+17,46+1,36+1,79+2,80-1,84+1,84,77+3,73,82+5,83+5,65-2,77+1,76+1,59+1,23+1,84+9,63+7,67+1,,16-9,26+1,22+1,9+1,10+1,16+1,7+1,15+1,9.31
144,M. Sissoko,Moussa Sissoko,25,187,83,France,Newcastle United,78,82,Right,3,2,2,High/Medium,Normal,#Strength,RCM,,2013-01-25,RCM,81.0,74.0,79.0,72.0,85.0,,,,,,,"Power Free-Kick, Speed Dribbler (CPU AI Only)",76+1,72+1,70+1,80+1,67+1,80+1,75+1,74+1,75+1,82+1,79-2,82,76,79+1,63,85+1,77,92,86,71+1,77+1,76+1,76+1,68+1,68+1,,69+1,74+1,72+1,14+1,8+1,11+1,10+1,8+1,17.1
145,M. Arnautović,Marko Arnautovic,26,192,83,Austria,Stoke City,78,82,Right,2,4,4,Medium/Medium,Normal,,LM,,2013-09-02,LM,77.0,71.0,81.0,51.0,77.0,,,,,,,"Diver, Selfish, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",83+1,69+1,71+1,79+4,79+1,83+1,79+1,74,68+6,83+1,78-1,77-2,76-1,73+1,57,73-1,68,68,83+5,68-3,73+1,46+1,77+1,79+1,76+8,,47+12,57+15,30+1,14+1,15+1,10+1,10+1,15+1,5.7
146,G. Bonaventura,Giacomo Bonaventura,25,180,75,Italy,Milan,78,82,Right,2,3,3,High/Medium,Lean,,RCM,,2014-09-01,,80.0,76.0,81.0,63.0,73.0,,,,,,,Long Shot Taker (CPU AI Only),79+1,73+1,61+1,81+1,71+1,81+1,77+1,67+1,77+1,83+1,82,79,76,76+1,76,81+1,66,84+4,68,81+1,73+1,70+1,75+1,77+1,67+1,,53+1,66+1,68+1,10+1,14+1,7+1,15+1,14+1,17.48
147,W. Ben Yedder,Wissam Ben Yedder,24,170,68,France,Toulouse Football Club,78,82,Right,1,5,4,High/Medium,Normal,#Acrobat,LS,,2010-07-01,,82.0,78.0,83.0,34.0,64.0,,,,,,,"Injury Free, Beat Offside Trap, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",75,83+3,75+1,80+1,75+3,82+1,76+1,77+1,70+5,82-1,81-2,82+2,91+7,76+1,82+3,77+2,84+4,80+6,57,69+3,55+10,44+14,81+4,79-1,74+1,,28-2,21+1,26+1,6+1,13+1,9+1,7+1,7+1,8.835
148,G. Sigurðsson,Gylfi Sigurdsson,25,186,78,Iceland,Swansea City,78,81,Right,2,3,3,High/Medium,Normal,,CAM,,2014-07-23,,67.0,80.0,75.0,52.0,67.0,,,,,,,"Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",78+4,78+1,60+1,80+1,74+1,76+1,82+1,85+1,75+1,79+1,67-1,67-1,68,77+1,62,82+1,70,74,67,83+1,57+1,37+1,78+1,84+1,80+1,,55+1,53+1,57+1,13+1,8+1,10+1,15+1,12+1,12.54
149,Iago Aspas,Iago Aspas,27,176,67,Spain,RC Celta,78,78,Left,1,3,4,High/High,Lean,#Acrobat,ST,,2015-07-01,,81.0,77.0,84.0,29.0,60.0,,,,,,,"Dives Into Tackles (CPU AI Only), Beat Offside Trap",70+1,78,74+7,71-3,77+7,84+3,84+1,76+1,65+1,82+3,86,77-1,92,85+4,78,75+8,68,67-2,54+2,77+6,63+1,36+1,82+2,72-2,74+1,,20-5,21+1,18-7,12+1,16+1,9+1,12+1,13+1,5.415
150,A. Correa,Ángel Correa,20,174,70,Argentina,Atlético Madrid,77,88,Right,1,4,4,Medium/Low,Normal,"#Dribbler, #Acrobat",SUB,,2014-12-13,,83.0,78.0,86.0,49.0,59.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",62-6,78+2,61+6,63-8,76+8,87+6,82+10,65+1,56-14,85+5,84,83,86,82+7,85-3,81+1,54-1,79-1,56+2,79+1,41+1,45+1,79+2,69+1,55+1,,46+1,51+1,44+1,13+1,10+1,9+1,8+1,16+1,6.84
151,J. Stones,John Stones,21,188,75,England,Everton,77,87,Right,1,3,2,High/Medium,Lean,,RCB,,2013-01-30,,72.0,36.0,68.0,78.0,75.0,,,,,,,Dives Into Tackles (CPU AI Only),62+1,29+1,74+1,78+2,27+1,66+1,26+1,29+1,64+1,75+1,72,72-1,63-6,76+1,54-15,46+1,72+3,76,77+3,41+1,70+1,75+1,48+1,59+1,37+1,,79+4,80+3,81+4,7+1,15+1,11+1,10+1,8+1,18.24
152,K. Zouma,Kurt Zouma,20,190,85,France,Chelsea,77,87,Right,1,3,2,Medium/Medium,Normal,,RCB,,2014-01-31,SUB,73.0,50.0,55.0,77.0,80.0,,,,,,,Power Header,54+1,47+1,77+1,62+1,47+1,48+1,59+1,60+1,56+1,67+1,69-2,77-2,48,75+1,52,56+1,84,72,85,49+1,74+1,76+4,53+1,57+1,61+1,,77+3,79+3,76+3,14+1,14+1,7+1,9+1,15+1,12.54
153,M. Ginter,Matthias Ginter,21,190,88,Germany,Borussia Dortmund,77,85,Right,2,3,2,Medium/Medium,Normal,,RB,,2014-07-17,SUB,62.0,59.0,65.0,79.0,75.0,,,,,,,,60+11,51+1,79+5,76+2,54+1,63+1,58+1,52+6,74+6,72+1,58-1,65,58-2,76-1,54-4,78+9,67,69-5,81,56-6,68+1,81+1,57+1,66+1,66+5,,78+2,80+2,75,12+1,10+1,6+1,8+1,10+1,11.4
154,Wendell,Wendell,21,176,66,Brazil,Bayer 04 Leverkusen,77,85,Left,1,2,3,High/Medium,Lean,,LB,,2014-07-01,,86.0,46.0,78.0,74.0,72.0,,,,,,,Dives Into Tackles (CPU AI Only),75+4,37+1,52+3,77+3,32+1,79+2,64+1,67+1,65+3,78+3,87+1,86+3,77-1,74+8,78+1,60+1,68,76+1,64+2,49+1,87+1,78+4,69+1,69+1,46+1,,71+6,79+6,80+7,8+1,12+1,6+1,14+1,14+1,11.78
155,D. Praet,Dennis Praet,21,181,78,Belgium,RSC Anderlecht,77,84,Right,1,4,3,Medium/Medium,Normal,,RW,,2011-07-01,,75.0,67.0,76.0,53.0,66.0,,,,,,,Playmaker (CPU AI Only),77+3,61+1,62-3,82+6,70+1,75+1,75+2,67-2,75+3,79+2,77-2,74,75-2,76+1,72-4,72+2,67+2,77-2,62,74+2,64+1,58+1,79+2,80+3,56+1,,40+1,58+1,61+1,6+1,6+1,10+1,14+1,10+1,9.69
156,A. Milik,Arkadiusz Milik,21,186,78,Poland,Ajax,77,84,Left,3,3,2,Medium/Medium,Lean,,ST,,2015-07-01,RS,74.0,81.0,71.0,37.0,73.0,,,,,,,,58+1,83+3,73-1,62-4,75+9,71+2,71+1,74+7,62+8,71+2,73-1,75-1,69-1,74+4,63,84+3,62-15,77,74,78+6,67-5,36+1,75+3,60-4,75,,29-3,34-5,32-2,9+1,16+1,16+1,15+1,6+1,6.555
157,Anderson Talisca,Talisca,21,190,76,Brazil,SL Benfica,77,84,Left,1,4,3,Medium/Medium,Normal,,SUB,,2014-07-08,,75.0,80.0,75.0,53.0,67.0,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",76+9,79+1,63+2,77+1,76+1,76+1,77+4,79+1,79+1,77+1,73,77,73,77+1,60,83+4,38,77,64,81+2,68+1,59+1,84+2,75+1,71+1,,43+1,60+1,41+1,13+1,11+1,13+1,12+1,10+1,10.545
158,Jorginho,Jorginho,23,180,65,Italy,Napoli,77,83,Right,1,3,3,Medium/Medium,Lean,,SUB,,2014-01-18,,77.0,65.0,79.0,69.0,67.0,,,,,,,"Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",70+1,60+1,56+1,85+1,71+1,77+1,80+1,76+1,79+1,83+1,77-2,77-2,82,78+1,74+8,71+1,61,79,58,62+1,77+1,76+1,74+1,83+1,84+1,,62+1,75+1,74+1,14+1,7+1,13+1,14+1,8+1,12.16
159,H. Ziyech,Hakim Ziyech,22,180,70,Netherlands,FC Twente,77,83,Left,1,2,3,High/Low,Lean,,CAM,,2014-08-18,,73.0,75.0,76.0,46.0,60.0,,,,,,,"Flair, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",75+16,72+2,53+1,77+5,77+3,75+3,87+1,79+2,75+1,78+1,75+1,72-1,77-6,74+1,66,84+1,42-23,77+4,54+7,74-1,60-2,59+14,68+11,88+2,74+8,,40+1,44+1,36+1,11+1,7+1,11+1,8+1,14+1,7.6
160,Pablo Sarabia,Pablo Sarabia,23,174,70,Spain,Getafe CF,77,82,Left,1,4,4,High/Medium,Lean,,CAM,,2011-01-01,,78.0,69.0,82.0,30.0,52.0,,,,,,,Technical Dribbler (CPU AI Only),74+6,71+6,61+19,76+7,49+1,84+6,79+1,73+1,66+5,80+3,77-1,79-1,81+4,73+8,83,67+5,54,62,54+6,70+1,32+1,25+1,75+9,77+10,61+1,,26+1,27+1,28+1,16+1,7+1,15+1,6+1,14+1,4.56
161,H. Herrera,Héctor Herrera,25,183,72,Mexico,FC Porto,77,81,Right,1,4,3,High/High,Normal,#Engine,SUB,,2013-07-01,RCM,75.0,71.0,76.0,71.0,80.0,,,,,,,Long Shot Taker (CPU AI Only),74+1,66+1,60+1,72-2,64+1,77+1,71+1,66+1,74-3,78+1,74,75,67,76-3,70,80+1,64,91,75,78+1,83+1,79+1,79+1,78+1,60+1,,66+1,76+1,68+1,6+1,10+1,15+1,7+1,16+1,17.955
162,M. Herrera,Héctor Herrera,26,185,75,Mexico,Pachuca,74,76,Right,1,3,2,Low/High,Lean,,SUB,,2012-06-01,,68.0,36.0,55.0,77.0,72.0,,,,,,,,31+1,28+1,74+1,65+1,26+1,49+1,35+1,34+1,48+1,60+1,67-3,68-2,63-1,69+1,56,52+1,77-1,70-2,73-1,38+1,69+1,70+1,28+1,40+1,52+1,,80+3,79+3,79+3,13+1,10+1,14+1,10+1,12+1,17.955
163,D. Rose,Danny Rose,24,173,72,England,Tottenham Hotspur,77,81,Left,2,3,3,High/Medium,Normal,,SUB,,2007-07-01,,82.0,62.0,75.0,75.0,74.0,,,,,,,Flair,78+1,56+5,60+1,72+1,64+1,76+1,59+1,49+1,65+1,75+1,79-3,84,67,72+1,76-6,71+4,71+1,80,71,68+6,76+1,72-2,60+1,69+1,57+1,,77+4,79+3,82+4,10+1,11+1,8+1,13+1,13+1,11.4
164,D. Rose,Danny Rose,27,170,66,England,Oxford United,61,61,Left,1,3,3,High/Medium,Normal,,RM,,2013-06-13,,63.0,59.0,61.0,55.0,60.0,,,,,,,Avoids Using Weaker Foot,64+7,58,50,62,55+3,57,66+1,63+1,60,60,65,62,75,60-2,79-2,61,72-2,70,57,59,52+2,60+2,60+1,62+1,60-1,,54+4,55+3,49+3,8+1,16+1,10+1,10+1,7+1,11.4
165,D. Rose,Danny Rose,21,173,72,England,Bury,60,64,Right,1,3,2,High/Low,Lean,,SUB,,2014-08-18,,80.0,63.0,65.0,18.0,54.0,,,,,,,,39+1,63-5,38+1,36+1,60+1,65+1,49+1,39+1,32+1,57+1,77-3,83,81,60+1,76,66+1,34-3,66,54+7,64+1,43+1,20-5,63+1,63+1,57+1,,12-13,17-8,15-10,15+1,13+1,8+1,16+1,8+1,11.4
166,K. Kampl,Kevin Kampl,24,178,65,Slovenia,Bayer 04 Leverkusen,77,81,Right,1,4,4,High/High,Lean,"#Dribbler, #Engine, #Acrobat",SUB,,2015-08-28,CAM,84.0,62.0,84.0,48.0,61.0,,,,,,,Technical Dribbler (CPU AI Only),63+3,60,34+3,75,58+1,86,76+1,64,67,80-5,86,82-1,91-1,76-1,81-3,62+1,67-3,86,47-3,62+1,62+3,67+5,75,78-1,64+4,,42+5,47+1,40,13+1,11+1,7+1,6+1,16+1,10.83
