,short_name,name,age,height_cm,weight_kg,nationality,club,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,player_tags,team_position,loaned_from,joined,nation_position,pace,shooting,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,2018
120,A. Laporte,Aymeric Laporte,24,189,85,France,Manchester City,83,88,Left,2,3,2,Medium/Medium,Normal,#Tackling ,SUB,,2018-01-30,,65.0,50.0,61.0,85.0,76.0,,,,,,,Long Passer (CPU AI Only),58,45,85,75,40,57,61,69,78,72,62,67,45,82,55,68,75,65,81,47,75,85,54,56,41,74,84,86,85,10,11,5,14,5,52.725
121,J. Tah,Jonathan Tah,22,194,95,Germany,Bayer 04 Leverkusen,83,88,Right,2,4,2,Medium/Medium,Stocky,"#Aerial Threat, #Strength",RCB,,2015-07-16,SUB,71.0,27.0,58.0,83.0,81.0,,,,,,,,35,20,80,74,24,55,30,27,69,64,64,77,48,82,44,44,72,63,93,25,76,80,27,61,38,75+5,80,88,84,11,8,7,9,14,37.62
122,C. Tolisso,Corentin Tolisso,23,181,81,France,FC Bayern München,83,88,Right,2,3,3,High/Medium,Normal,,SUB,,2017-07-01,SUB,70.0,77.0,78.0,76.0,81.0,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Power Header",67,75,82,84,62,77,66,73,86,81,75,66,75,83,74,82,90,87,77,81+1,81,76,79,80,70,74,75,78,71,7,10,14,9,14,49.4
123,N. Keïta,Naby Keïta,23,172,64,Guinea,Liverpool,83,88,Right,2,4,4,High/Medium,Lean,"#Dribbler, #Acrobat",LCM,,2018-07-01,,68.0,73.0,88.0,64.0,68.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",62,74,42,88,71,88,64,70,78,88,78,60,89,82,90,76,53,82,58,73,78,75,74,81,58,79,68,62,61,7,14,15,14,9,74.1
124,A. Rabiot,Adrien Rabiot,23,192,80,France,Paris Saint-Germain,83,87,Left,2,3,3,High/Medium,Lean,,LCM,,2012-07-01,,74.0,74.0,80.0,77.0,79.0,,,,,,,,70,69,77,85,72,79,73,59,83,83,73,74,79,83,72,80,73,82,80,79,76,80,76,80,69,82,70,81,75,9,12,9,7,15,55.1
125,T. Werner,Timo Werner,22,181,75,Germany,RB Leipzig,83,87,Right,3,4,3,High/Medium,Normal,#Speedster,LS,,2016-07-01,ST,93.0,79.0,83.0,35.0,67.0,,,,,,,"Diver, Beat Offside Trap, Speed Dribbler (CPU AI Only)",69,87,76,77,82,83,62,56,55,84,93,93,81,86,76,74,78,83,59,67,63,37,85,61,72,74,39,20,19,9,9,8,15,9,71.25
126,Bruno Fernandes,Bruno Fernandes,23,179,69,Portugal,Sporting CP,83,87,Right,2,3,4,High/Medium,Lean,#Distance Shooter,CAM,,2017-07-01,SUB,78.0,80.0,83.0,62.0,72.0,,,,,,,"Injury Free, Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",84,72,58,84,84,83,83,81,82,85,79,77,76,84,78,87,72,89,67,88,62,69,79,86,81,83,58,66,53,12,14,15,8,14,26.505
127,K. Coman,Kingsley Coman,22,178,71,France,FC Bayern München,83,87,Right,2,3,5,Medium/Low,Lean,"#Speedster, #Dribbler, #Acrobat",SUB,,2015-08-30,,94.0,76.0,86.0,25.0,60.0,,,,,,,Speed Dribbler (CPU AI Only),81,76,52,77,77,88,84,70,63,83,95,93,87,81,84,77,75,76,61,73,36,23,79,75,70,75,29,17,15,5,3,5,3,5,57.0
128,Gonçalo Guedes,Gonçalo Guedes,21,179,68,Portugal,Valencia CF,83,87,Right,1,3,4,High/Low,Normal,#Dribbler,LM,,2018-08-29,SUB,90.0,79.0,84.0,36.0,68.0,,,,,,,"Diver, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",76+1,78,60,78,73,86+2,76,70,68,81,89+2,90+1,85,82+1,78+2,83,65,81-2,62,80,67,50,79,80,69,80+2,24,34,30,9,12,11,9,9,41.8
129,Danilo Pereira,Danilo Pereira,26,188,83,Portugal,FC Porto,83,86,Right,3,3,3,Medium/High,Normal,#Strength,SUB,,2015-07-02,,66.0,64.0,74.0,82.0,86.0,,,,,,,Leadership,50,61,78,82,55,76,48,53,79,78,63,68,58,76,60,76,67,83,89,65,85,84,69,73,52,84,83,84,75,9,7,13,14,15,27.36
130,Morata,Álvaro Morata,25,189,85,Spain,Chelsea,83,86,Right,3,4,3,High/High,Normal,,ST,,2017-07-21,SUB,82.0,79.0,80.0,31.0,71.0,,,,,,,"Beat Offside Trap, Speed Dribbler (CPU AI Only)",73,81,86,78,80,83,76,44,51,82,76,86,66,79,60,80,84,68,78,74,56,24,85,76,70,78,37,14,20,4,5,4,4,5,68.4
131,J. Draxler,Julian Draxler,24,187,77,Germany,Paris Saint-Germain,83,86,Right,3,5,4,Medium/Medium,Lean,#Dribbler,SUB,,2017-01-03,LM,77.0,80.0,87.0,55.0,64.0,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",83,78,65,84,84,88,78,76,79,89,78,77,80,83,75,86,75,69,66,82,48,66,79,84,63,83,39,64,44,11,13,5,13,8,38.475
132,J. Pickford,Jordan Pickford,24,185,77,England,Everton,83,86,Left,1,4,1,Medium/Medium,Normal,,GK,,2017-06-15,GK,,,,,,83.0,77.0,88.0,86.0,48.0,80.0,"Long Passer (CPU AI Only), Puncher",17,19,15,53,20,14,18,16,54,38,53,44,55,82,55,31,72,45,69,13,25,24,18,68,41,69,11,20,12,83,77,88,80,86,35.625
133,Y. Carrasco,Yannick Carrasco,24,181,73,Belgium,Dalian YiFang FC,83,86,Right,3,4,4,High/Medium,Lean,#Acrobat,LM,,2018-02-26,LM,88.0,79.0,87.0,41.0,64.0,,,,,,,"Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",78,79,53,77,68,88,81,78,71,87,89,87,88,83,71,84,68,74,59,75,61,18,81,71,74,75,58,39,26,9,11,9,10,10,31.236
134,Nacho Fernández,Nacho,28,180,76,Spain,Real Madrid,83,85,Right,2,4,2,Medium/High,Normal,#Tackling ,SUB,,2010-08-01,RCB,74.0,37.0,64.0,81.0,79.0,,,,,,,"Injury Free, Leadership",70,32,82,80,38,55,55,37,61,78,70,78,60,79,68,54,81,78,79,28,78,81,37,53,45,73,75,86,85,12,7,10,15,7,32.775
135,I. Fernández,Nacho,28,182,67,Argentina,River Plate,74,74,Left,1,3,3,High/Medium,Lean,,RCM,,2016-01-12,,75.0,66.0,76.0,59.0,72.0,,,,,,,"Finesse Shot, Playmaker (CPU AI Only), Set Play Specialist",69,60,54,77,60,78,73,69,74,75,75,75,73,71,63,72,33,85,70,76,71,58,67,74,61,67,65,56,52,7,8,14,10,12,32.775
136,Rui Patrício,Rui Patrício,30,190,84,Portugal,Wolverhampton Wanderers,83,83,Left,3,2,1,Medium/Medium,Normal,,GK,,2018-06-18,GK,,,,,,85.0,81.0,80.0,82.0,55.0,79.0,"Injury Free, Avoids Using Weaker Foot, GK Up for Corners",12,12,11,31,17,20,10,16,30,23,53,57,61,80,54,38,79,45,77,11,39,22,13,64,32,66,14,13,11,85,81,80,79,82,19.0
137,Pedro,Rui Patrício,30,169,65,Spain,Chelsea,82,82,Right,3,5,4,High/High,Lean,,RW,,2015-08-20,,76.0,77.0,84.0,43.0,56.0,,,,,,,"Finesse Shot, Long Shot Taker (CPU AI Only)",78,78,55,80,70,84,81,57,71,85,79,74,82,81,80,75,66,70,47,79,56,49,82,77,66,77,49,32,31,5,11,12,15,9,19.0
138,Juan Mata,Juan Mata,30,170,63,Spain,Manchester United,83,83,Left,3,3,4,Medium/Medium,Lean,,SUB,,2014-01-25,,65.0,76.0,85.0,37.0,50.0,,,,,,,"Injury Free, Finesse Shot, Playmaker (CPU AI Only), Team Player, Takes Finesse Free Kicks",83,78,56,85,71,82,84,84,79,88,69,62,84,85,89,75,70,71,37,72,50,39,83,85,81,87,42,31,21,9,10,14,5,8,32.3
139,David Luiz,David Luiz,31,189,84,Brazil,Chelsea,83,83,Right,4,3,3,Medium/Medium,Normal,,LCB,,2016-08-31,,61.0,65.0,70.0,82.0,77.0,,,,,,,"Power Free-Kick, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",68,55,81,77,63,66,70,76,77,79,59,62,69,75,56,79,78,66,79,73,85,85,54,69,75,77,79,83,82,11,12,10,7,14,29.64
140,M. Balotelli,Mario Balotelli,27,189,88,Italy,OGC Nice,83,83,Right,4,4,4,Medium/Low,Normal,#Strength,LS,,2016-08-31,ST,79.0,84.0,79.0,24.0,77.0,,,,,,,"Power Free-Kick, Selfish, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only), Through Ball",68,85,67,78,78,81,78,78,66,85,76,82,71,68,50,89,74,66,86,79,70,30,79,74,92,81,10,22,20,2,2,2,4,2,25.08
141,Pizzi,Pizzi,28,177,72,Portugal,SL Benfica,83,83,Right,3,4,3,High/Medium,Lean,,LCM,,2013-07-30,SUB,77.0,76.0,81.0,64.0,69.0,,,,,,,"Injury Free, Playmaker (CPU AI Only), Set Play Specialist",79,76,45,83,77,81,83,76,82,82,82,73,77,81,77,74,67,86,59,77,73,72,84,83,76,85,66,66,52,15,14,9,9,15,23.56
142,Felipe,Felipe,29,191,86,Brazil,FC Porto,83,83,Right,3,3,2,Medium/High,Normal,#Strength,RCB,,2016-07-01,,64.0,41.0,59.0,83.0,85.0,,,,,,,"Injury Free, Power Header",45,39,81,74,44,57,32,30,67,62,60,67,52,77,57,46,90,78,86,41,92,81,34,50,47,75,85,85,79,9,11,14,9,7,15.39
143,Lucas Vázquez,Lucas Vázquez,27,173,70,Spain,Real Madrid,83,83,Right,2,4,4,High/High,Normal,"#Engine, #Crosser",SUB,,2015-07-02,,81.0,75.0,82.0,46.0,67.0,,,,,,,Beat Offside Trap,86,73,52,83,54,82,82,75,75,83,84,79,79,85,84,82,68,90,57,80,65,44,81,83,56,67,42,50,44,9,16,9,9,7,25.65
144,G. Donnarumma,Gianluigi Donnarumma,19,196,90,Italy,Milan,82,93,Right,3,3,1,Medium/Medium,Normal,,GK,,2015-07-01,GK,,,,,,88.0,78.0,72.0,88.0,50.0,78.0,"Puncher, Rushes Out Of Goal, Comes For Crosses",12,12,12,34,8,28,12,14,24,28,46,54,64,74,38,24,72,34,72,18,30,26,14,50,24,68,20,14,16,88,78,72,78,88,45.6
145,O. Dembélé,Ousmane Dembélé,21,178,67,France,FC Barcelona,82,91,Left,3,5,4,High/Low,Lean,"#Dribbler, #Acrobat",LW,,2017-08-28,SUB,89.0,75.0,88.0,36.0,55.0,,,,,,,"Injury Prone, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",77,76,43,76,76,91,78,64,70,84,91,88,89,82,85,82,59,73,46,66,54,36,78,84,75,73,42,30,33,6,6,14,10,13,91.2
146,Arthur,Arthur,21,171,73,Brazil,FC Barcelona,82,90,Right,1,3,4,Medium/Medium,Normal,,SUB,,2018-07-09,,69.0,73.0,82.0,70.0,69.0,,,,,,,"Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",70,72,58,85,63,82,68,60,80,83,68,70,79,81,83,76,83,78,62,74,73,75,77,82,69,84,65,76,70,6,13,13,11,12,49.4
147,A. Romagnoli,Alessio Romagnoli,23,188,78,Italy,Milan,82,89,Left,2,3,2,Medium/High,Normal,,RCB,,2015-08-11,SUB,66.0,34.0,65.0,84.0,79.0,,,,,,,,36,20,76,67,24,65,36,24,67,67,63,69,60,78,53,60,78,74,79,46,84,84,26,40,34,76,88,84,80,9,14,12,8,9,43.7
148,Anderson Talisca,Talisca,24,191,80,Brazil,Guangzhou Evergrande Taobao FC,82,89,Left,2,4,4,High/Medium,Normal,#FK Specialist,CAM,SL Benfica,,,76.0,82.0,81.0,59.0,71.0,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Takes Finesse Free Kicks",78,80,77,81,76,82,86,87,79,84,77,76,76,79,60,84,53,76,72,88,65,58,86,77,71,74,55,62,42,13,11,13,12,10,23.37
149,A. Christensen,Andreas Christensen,22,188,78,Denmark,Chelsea,82,89,Right,2,3,2,Low/Medium,Lean,#Tackling ,SUB,,2013-04-10,LCB,69.0,31.0,70.0,84.0,72.0,,,,,,,,49,36,80,78,25,68,32,22,75,74,68,70,63,80,61,31,72,69,73,20,73,83,32,62,36,77,82,88,85,10,12,8,6,8,41.325
150,C. Lenglet,Clément Lenglet,23,186,81,France,FC Barcelona,82,89,Left,1,4,2,Medium/High,Lean,,SUB,,2018-07-13,,73.0,35.0,66.0,83.0,78.0,,,,,,,,36,23,77,78,24,60,25,27,69,76,72,73,62,79,60,58,79,73,80,35,80,81,47,60,43,74,89,82,81,10,10,9,12,7,33.44
151,L. Hernández,Lucas Hernández,22,182,76,France,Atlético Madrid,82,89,Left,1,3,3,Medium/High,Normal,,SUB,,2013-08-18,LB,82.0,47.0,71.0,80.0,78.0,,,,,,,Power Header,78,42,83,80,38,65,53,28,63,79,80,84,70,80,67,62,83,77,76,47,82,81,50,55,34,72,72,83,86,10,7,8,14,10,44.65
152,L. Bailey,Leon Bailey,20,180,75,Jamaica,Bayer 04 Leverkusen,82,89,Left,1,4,4,High/Medium,Normal,"#Speedster, #Dribbler, #Acrobat",RM,,2017-01-31,,93.0,77.0,85.0,33.0,64.0,,,,,,,"Selfish, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",78,76,57,75,75,87,77,73,67,83,94,92,86,80,84,79,86,76,59,77,58,21,81,78,71,75,45,27,18,12,13,6,15,14,47.5
153,S. Gnabry,Serge Gnabry,22,175,75,Germany,FC Bayern München,82,88,Right,2,4,4,High/Medium,Normal,"#Speedster, #Dribbler, #Acrobat",SUB,,2017-07-01,,91.0,81.0,86.0,44.0,67.0,,,,,,,"Injury Prone, Flair, Speed Dribbler (CPU AI Only), Technical Dribbler (CPU AI Only)",74,80,46,77,83,87,64,62,67,83,92,90,87,80,88,85,64,68,68,81,63,38,78,68,68,73,45,46,45,14,10,10,9,7,30.78
154,J. Brandt,Julian Brandt,22,185,82,Germany,Bayer 04 Leverkusen,82,88,Right,2,4,4,Medium/Medium,Normal,#Dribbler,LM,,2014-01-01,SUB,81.0,77.0,85.0,30.0,64.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",77,78,42,82,66,87,72,59,69,85,78,83,82,80,78,80,63,73,68,78,42,29,78,83,54,69,38,20,24,11,16,11,8,9,45.6
155,Luis Alberto,Luis Alberto,25,183,74,Spain,Lazio,82,87,Right,2,4,4,High/Medium,Lean,#Playmaker  ,CF,,2016-08-31,,73.0,77.0,85.0,33.0,60.0,,,,,,,"Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",76,80,49,88,76,86,86,81,87,88,77,69,79,83,74,77,54,73,67,77,29,28,81,87,56,72,44,25,18,6,8,6,12,11,32.3
156,Suso,Suso,24,176,70,Spain,Milan,82,87,Left,3,3,4,High/Medium,Lean,#Dribbler,RW,,2015-01-17,SUB,80.0,75.0,87.0,33.0,54.0,,,,,,,"Avoids Using Weaker Foot, Finesse Shot, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",83,70,50,85,72,87,86+2,80,75,89,83,77,86,78,84,78,50,77,56,86,23,20,76,82,72,76,50,23,18,15,15,9,8,9,45.6
157,J. Stones,John Stones,24,188,70,England,Manchester City,82,87,Right,2,4,3,High/Medium,Lean,,SUB,,2016-08-09,CB,69.0,36.0,71.0,83.0,78.0,,,,,,,Long Throw-in,62,29,82,81,27,69,47,29,72,78,67,71,61,77,59,46,71,79,77,38,79,79,48,67,44,80,84,84,82,7,15,11,10,8,58.14
158,A. Belotti,Andrea Belotti,24,181,72,Italy,Torino,82,87,Right,3,5,3,High/High,Normal,,LS,,2015-08-17,SUB,79.0,81.0,77.0,41.0,84.0,,,,,,,"Beat Offside Trap, Power Header",42,88,84,68,80,78,64,56,42,75,78,79,79,76,75,81,83,83,84,67,83,31,85,61,77,75,55,23,32,13,7,12,14,7,39.14
159,F. Bernardeschi,Federico Bernardeschi,24,185,77,Italy,Juventus,82,87,Left,2,3,5,High/Medium,Lean,#Dribbler,SUB,,2017-07-24,,83.0,75.0,86.0,56.0,64.0,,,,,,,"Avoids Using Weaker Foot, Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",82,69,48,82,74,86,82,80,70,87,83,83,85,80,79,80,49,80,63,82,52,66,78,80,72,83,65,46,42,14,15,10,13,12,48.45
160,Pau López,Pau López,23,189,77,Spain,Real Betis,82,87,Left,1,3,1,Medium/Medium,Lean,,GK,,2018-07-04,SUB,,,,,,81.0,82.0,79.0,81.0,49.0,83.0,,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,21,68,42,52,18,39,16,20,62,25,62,19,20,11,81,82,79,83,81,10.83
161,E. Bailly,Eric Bailly,24,187,77,Ivory Coast,Manchester United,82,87,Right,2,3,2,Medium/High,Normal,,SUB,,2016-07-01,SUB,74.0,42.0,65.0,82.0,82.0,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only), Power Header",51,33,80,72,42,63,46,43,56,68,67,79,65,75,62,55,85,72,85,48,87,84,47,54,46,72,81,82,83,14,14,10,9,8,37.05
162,Gelson Martins,Gelson Martins,23,173,72,Portugal,Atlético Madrid,82,87,Right,3,3,5,High/Medium,Lean,"#Speedster, #Acrobat",SUB,,2018-07-25,SUB,94.0,69.0,86.0,47.0,61.0,,,,,,,"Avoids Using Weaker Foot, Flair, Speed Dribbler (CPU AI Only), Outside Foot Shot, Technical Dribbler (CPU AI Only)",81,66,51,78,74,85,82,60,55,83,95,94,94,83,92,72,65,87,48,69,60,43,82,79,66,85,54,46,36,12,9,7,6,9,32.775
163,Rodri,Rodri,22,191,82,Spain,Atlético Madrid,82,87,Right,1,3,4,Medium/High,Lean,,RCM,,2018-07-02,SUB,68.0,69.0,78.0,76.0,75.0,,,,,,,,63,68,75,81,59,77,65,54,79,82,70,66,69,79,72,70,69,86,75,76,63,80,75,81,46,72,71,79,72,10,10,7,14,8,38.475
164,H. Ziyech,Hakim Ziyech,25,180,65,Morocco,Ajax,82,86,Left,3,2,4,High/High,Lean,"#Playmaker  , #Engine",RW,,2016-08-30,,75.0,73.0,82.0,57.0,67.0,,,,,,,"Flair, Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only), Set Play Specialist, Takes Finesse Free Kicks",84,68,53,86,77,84,90,78,87,82,76,74,81,82,60,80,38,86,59,75,71,62,75,88,73,81,52,66,36,11,7,11,8,14,31.35
165,D. Rugani,Daniele Rugani,23,190,84,Italy,Juventus,82,86,Right,2,3,2,Low/Medium,Lean,,SUB,,2015-02-04,SUB,62.0,39.0,64.0,85.0,75.0,,,,,,,"Injury Free, Power Header",40,33,80,65,35,64,45,25,59,65,56,67,59,78,53,58,81,67,79,39,72,86,28,50,36,70,87,86,82,5,10,5,5,5,25.08
166,M. Götze,Mario Götze,26,176,75,Germany,Borussia Dortmund,82,85,Right,4,4,4,Medium/Medium,Normal,"#Playmaker  , #Acrobat",SUB,,2016-08-01,,69.0,73.0,86.0,59.0,67.0,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",78,75,51,87,86,84,81,72,82,90,74,65,87,84,85,68,58,74,68,66,58,65,79,86,77,85,63,53,56,14,7,12,6,10,20.52
167,W. Zaha,Wilfried Zaha,25,180,66,Ivory Coast,Crystal Palace,82,85,Right,2,3,5,High/Medium,Lean,"#Speedster, #Dribbler",LS,,2015-02-02,,91.0,74.0,88.0,29.0,72.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",81,77,46,75,59,90,57,51,65,87,89,92,88,77,82+4,77,51,76,73+1,67,72,23,78,77,66,81,22,32,34,15,10,15,11,10,34.2
168,G. Kondogbia,Geoffrey Kondogbia,25,188,80,France,Valencia CF,82,85,Left,2,2,4,High/Medium,Lean,#Strength,LCM,,2018-07-02,,73.0,73.0,79.0,83.0,88.0,,,,,,,"Avoids Using Weaker Foot, Finesse Shot, Technical Dribbler (CPU AI Only)",65,69,75,83,59,78,62,56,80,82,69,76,76,84,67,86,83,85,91,80,86,84,78,79,45,82,82,85,82,15,10,10,8,10,30.4
169,Felipe Anderson,Felipe Anderson,25,175,70,Brazil,West Ham United,82,85,Right,3,4,4,High/Medium,Normal,"#Speedster, #Dribbler",LM,,2018-07-15,,91.0,75.0,88.0,56.0,60.0,,,,,,,"Finesse Shot, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",79,71,44,80,68,90,71,69,74,88,93-1,90,89,74,88,84,38,71,53,84,67,69,70,79,53,82,47,60,58,12,10,9,5,7,38.0
170,H. Maguire,Harry Maguire,25,194,100,England,Leicester City,82,84,Right,1,3,2,High/High,Normal,"#Aerial Threat, #Strength",LCB,,2017-06-15,LCB,47.0,46.0,69.0,81.0,82.0,,,,,,,"Injury Free, Power Header",44,40,87,77,40,70,37,46,72,74,39,53,52,76,58,66,74,67,89,40,83,77,59,60,42,76,80,83,80,14,16,9,14,9,37.62
171,E. Forsberg,Emil Forsberg,26,179,78,Sweden,RB Leipzig,82,84,Right,2,4,4,Medium/Medium,Normal,,LAM,,2015-01-07,LM,73.0,71.0,83.0,33.0,65.0,,,,,,,"Flair, Technical Dribbler (CPU AI Only), Backs Into Player",84,70,45,85,67,82,81,77,69,87,76,70,81,82,82,73,53,74,62,74,62,43,75,83,66,77,35,26,17,13,7,9,15,11,28.5
172,G. Wijnaldum,Georginio Wijnaldum,27,175,69,Netherlands,Liverpool,82,83,Right,3,3,4,High/High,Lean,,CDM,,2016-07-22,CAM,76.0,72.0,83.0,72.0,73.0,,,,,,,,67,70,72,83,73,84,76,70,76,83,77,75,78,82,79,76,80,85,69,71,64,73,79,78,74,82,72+2,74+2,65,16,6,14,12,6,39.9
173,A. Ramsey,Aaron Ramsey,27,183,76,Wales,Arsenal,82,83,Right,3,3,3,High/High,Lean,#Engine,CAM,,2008-06-13,CAM,67.0,76.0,80.0,67.0,74.0,,,,,,,"Injury Prone, Long Shot Taker (CPU AI Only)",75,74,58,84,79,81,70,66,80,82,64,69,73,81,74,81,66,89,67,74,73,69,84,79,75,81,66,70,67,6,11,5,10,8,47.5
174,Oscar,Oscar,26,179,66,Brazil,Shanghai SIPG FC,82,83,Right,3,3,4,Medium/Medium,Lean,#Acrobat,CAM,,2017-01-01,,73.0,76.0,81.0,55.0,50.0,,,,,,,"Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",74,76,54,83,63,78,77,75,78,84,75,72,86,81,80,80,64,76,38,77,43,45,79,83,68,75,66,52,47,12,10,15,12,12,29.64
175,Marcos Alonso,Marcos Alonso,27,188,84,Spain,Chelsea,82,83,Left,2,3,3,High/Low,Lean,#FK Specialist,LB,,2016-08-31,SUB,73.0,73.0,78.0,80.0,79.0,,,,,,,"Long Shot Taker (CPU AI Only), Takes Finesse Free Kicks",84,68,80,81,55,79,85,86,73,82,69,76,64,83,58,84,71,90+1,76,77,75,79,76,69,64,76,79,82,79,9,7,13,9,12,44.46
176,Bartra,Marc Bartra,27,184,73,Spain,Real Betis,82,83,Right,3,3,3,High/Medium,Lean,#Tactician ,CB,,2018-01-30,,73.0,58.0,74.0,81.0,73.0,,,,,,,"Dives Into Tackles (CPU AI Only), Long Shot Taker (CPU AI Only)",55,55,82,79,43,70,66,45,77,80,75,72,72,82,71,64,89,67,71,62,80,86,61,75,52,76,77,83,80,10,15,13,12,8,23.37
177,Gabriel Paulista,Gabriel Paulista,27,187,79,Brazil,Valencia CF,82,83,Right,2,2,2,Low/High,Lean,,LCB,,2017-08-18,,73.0,49.0,65.0,83.0,80.0,,,,,,,Dives Into Tackles (CPU AI Only),67,42,81,74,48,60,57,46,69,69,71,74,69,80,67,61,83,72,82,50,82,82,51,65,51,71,82,84,83,15,6,15,15,7,20.9
178,T. Meunier,Thomas Meunier,26,191,90,Belgium,Paris Saint-Germain,82,83,Right,2,4,3,High/High,Normal,#Engine,RB,,2016-07-03,RM,78.0,76.0,75.0,78.0,84.0,,,,,,,Outside Foot Shot,83,76,75,82,79,75,74,56,74,82,74,81,63,80,49,77,72,92,85,78,73,76,80,71,65,78,77,82,80,8,13,15,6,9,25.65
179,A. Florenzi,Alessandro Florenzi,27,173,67,Italy,Roma,82,83,Right,3,3,4,High/Medium,Lean,,RB,,2010-07-01,RCM,84.0,77.0,81.0,76.0,76.0,,,,,,,,77,70,70,82,87,79,73,79,75,81,86,83,87,79,82,82,74,90,67,82,79,77,82,76,76,80,74,79,78,9,8,10,11,10,34.2
180,J. Lingard,Jesse Lingard,25,175,62,England,Manchester United,82,83,Right,2,3,4,High/High,Lean,"#Engine, #Acrobat",RW,,2010-07-01,LCM,83.0,78.0,83.0,56.0,66.0,,,,,,,"Injury Free, Beat Offside Trap, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only), Outside Foot Shot",74,78,64,78,70,83,80,63,66,83,84,82+3,86,83,86,79,63,87,53-3,80,73,53,86,82,65,84,65,50,44,14,10,8,13,9,39.9
181,A. Kramarić,Andrej Kramaric,27,177,73,Croatia,TSG 1899 Hoffenheim,82,83,Right,2,4,4,Medium/Medium,Normal,"#Dribbler, #Clinical Finisher",LS,,2015-01-16,,75.0,84.0,86.0,30.0,71.0,,,,,,,"Selfish, Flair, Long Shot Taker (CPU AI Only), Chip Shot (CPU AI Only), Technical Dribbler (CPU AI Only)",75,86,69,79,84,87,79,74,53,86,78,72,82,81,82,82,69,76,68,80,73,21,84,66,86,79,35,20,26,8,14,14,7,15,36.86
182,A. Witsel,Axel Witsel,29,188,81,Belgium,Borussia Dortmund,82,82,Right,3,3,4,Medium/Medium,Lean,,CDM,,2018-08-17,LCM,71.0,74.0,78.0,75.0,82.0,,,,,,,Injury Free,69,71,77,83,67,78,69,68,78,82,67,74,78-3,81,60,78,72,88,82+1,74,78,80,75,78,81,86,74,73,71,5,7,7,10,7,30.324
183,J. Henderson,Jordan Henderson,28,182,80,England,Liverpool,82,82,Right,2,3,3,High/High,Normal,#Engine,SUB,,2011-06-09,CM,66.0,70.0,75.0,77.0,78.0,,,,,,,"Injury Prone, Leadership, Early Crosser, Long Passer (CPU AI Only), Team Player",81,67,65,84,72,73,80,74,84,80,67,66,70,80,70,77+2,79,91,72,71,77,80,75,83,64,78,77,79,76,7,13,7,9,13,30.21
